vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,38,30,8,0,0,8,706.8852588721046,480.0,11
0,2,38,30,19,11,0,8,19,469.40891831764924,660.0,15
0,3,30,19,41,0,5,19,14,735.8159414567048,300.0,11
0,4,19,41,50,7,0,14,21,1143.5686889410242,420.0,10
0,5,41,50,14,0,7,21,14,702.1653458469882,420.0,14
0,6,50,14,25,0,7,14,7,486.59604954875925,420.0,13
0,7,14,25,31,11,0,7,18,916.077319020123,660.0,16
0,8,25,31,47,8,0,18,26,642.1180262895022,480.0,11
0,9,31,47,12,0,8,26,18,200.56511305368818,480.0,15
0,10,47,12,48,0,5,18,13,653.21010648265,300.0,11
0,11,12,48,32,10,0,13,23,437.5162375678585,600.0,12
0,12,48,32,0,0,6,23,17,1375.9350187357493,360.0,13
1,1,0,49,42,9,0,0,9,790.8535598306056,540.0,10
1,2,49,42,13,10,0,9,19,1129.0650652220522,600.0,15
1,3,42,13,29,7,0,19,26,511.5671985125643,420.0,11
1,4,13,29,27,0,8,26,18,375.31413595932935,480.0,13
1,5,29,27,37,0,6,18,12,195.99194410832897,360.0,14
1,6,27,37,7,0,5,12,7,635.3944849199129,300.0,10
1,7,37,7,20,10,0,7,17,502.17913378748784,600.0,12
1,8,7,20,23,7,0,17,24,523.9927821563908,420.0,12
1,9,20,23,34,0,5,24,19,187.92952823978283,300.0,11
1,10,23,34,44,0,6,19,13,1122.2785947907628,360.0,13
1,11,34,44,10,9,0,13,22,443.1520855935184,540.0,14
1,12,44,10,16,0,8,22,14,387.8764334308384,480.0,16
1,13,10,16,26,8,0,14,22,783.2511644627189,480.0,11
1,14,16,26,11,0,5,22,17,844.8108105450968,300.0,10
1,15,26,11,0,7,0,17,24,318.5282850643444,420.0,10
2,1,0,2,24,8,0,0,8,260.9607755702878,480.0,13
2,2,2,24,40,0,5,8,3,406.89591676361835,300.0,10
2,3,24,40,15,7,0,3,10,314.9351140935345,420.0,11
2,4,40,15,39,10,0,10,20,459.93088140241525,600.0,13
2,5,15,39,4,0,4,20,16,1114.867342590713,240.0,11
2,6,39,4,21,0,6,16,10,665.6404258240334,360.0,13
2,7,4,21,18,14,0,10,24,493.19607730729854,840.0,21
2,8,21,18,33,0,4,24,20,905.6452737815149,240.0,10
2,9,18,33,43,0,4,20,16,1083.7356023700443,240.0,10
2,10,33,43,36,9,0,16,25,200.333235044984,540.0,15
2,11,43,36,35,0,4,25,21,1142.9137618366358,240.0,10
2,12,36,35,8,0,7,21,14,1086.4559018070477,420.0,13
2,13,35,8,5,0,7,14,7,801.4425552328581,420.0,12
2,14,8,5,22,0,7,7,0,554.5095033502993,420.0,13
2,15,5,22,0,8,0,0,8,655.1411181738346,480.0,13
3,1,0,17,45,9,0,0,9,446.1266168953288,540.0,13
3,2,17,45,46,0,9,9,0,631.4164760742173,540.0,16
3,3,45,46,9,10,0,0,10,309.75007663437617,600.0,14
3,4,46,9,6,9,0,10,19,736.8213174020643,540.0,12
3,5,9,6,1,9,0,19,28,588.1066322197154,540.0,11
3,6,6,1,3,0,5,28,23,248.59390529760321,300.0,11
3,7,1,3,28,0,7,23,16,207.9677879811893,420.0,12
3,8,3,28,0,10,0,16,26,749.0523983466646,600.0,13
