number,path,sha256,F,G,P,stations,pickup,drop,maximum_duration,original_T_feasible
9,witnesses\9\result.json,ef72f97a9c51637402d99f08419e427cd666d79b5ff238afcc7083cd1e8291ae,0.8046255197202796,0.29108391608391604,3.423610690909091,5,16,15,3581.357789306602,True
9,witnesses\9\initial_witness.json,ba38b8e1a0c43e4339453d115a9911c7e48e417676e56c84c8d009aefc66ccad,0.816238205916306,0.2922799422799423,3.493055090909091,5,15,15,3547.1399809717705,True
9,witnesses\9\native_0_witness.json,141b870cd4511217742abe1215f1a83c5f9f5c53b964d4a2560a5b707e64fe60,0.8046255197202796,0.29108391608391604,3.423610690909091,5,16,15,3581.357789306602,True
10,witnesses\10\result.json,ef72f97a9c51637402d99f08419e427cd666d79b5ff238afcc7083cd1e8291ae,0.8046255197202796,0.29108391608391604,3.423610690909091,5,16,15,3581.357789306602,True
10,witnesses\10\initial_witness.json,ba38b8e1a0c43e4339453d115a9911c7e48e417676e56c84c8d009aefc66ccad,0.816238205916306,0.2922799422799423,3.493055090909091,5,15,15,3547.1399809717705,True
10,witnesses\10\native_0_witness.json,141b870cd4511217742abe1215f1a83c5f9f5c53b964d4a2560a5b707e64fe60,0.8046255197202796,0.29108391608391604,3.423610690909091,5,16,15,3581.357789306602,True
10,witnesses\10\round68_existing_0_witness.json,ba38b8e1a0c43e4339453d115a9911c7e48e417676e56c84c8d009aefc66ccad,0.816238205916306,0.2922799422799423,3.493055090909091,5,15,15,3547.1399809717705,True
11,witnesses\11\result.json,1eafea4174c5ad4ed2717982ebd2a5be9f7acf7eeb5bba002add35a623745b61,0.15724117585229214,0.03787648951880368,0.7957645755565899,30,124,124,16221.84038522344,True
12,witnesses\12\result.json,a1066ecb25cdb940cc1be1a620d9b3d58497ef6bb35adc7a810e18eaee308599,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
12,witnesses\12\initial_witness.json,85ef5742a07715e193ea56ea6798423c4e45cde6d4f61695560001f0aa7d8739,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
13,witnesses\13\result.json,a1066ecb25cdb940cc1be1a620d9b3d58497ef6bb35adc7a810e18eaee308599,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
13,witnesses\13\initial_witness.json,85ef5742a07715e193ea56ea6798423c4e45cde6d4f61695560001f0aa7d8739,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
13,witnesses\13\native_0_witness.json,4f11276dd7a1881416f345885ea684e80eb331504ca60bca7569f542d523bd0c,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
13,witnesses\13\round68_existing_0_witness.json,85ef5742a07715e193ea56ea6798423c4e45cde6d4f61695560001f0aa7d8739,0.15708313110317407,0.0276361189802119,0.8629800808197478,30,121,121,17761.308469780877,True
14,witnesses\14\result.json,0229ba0e6e1a1a749f2457461e42aa01e5369a1ee451180cad7bd831488e8d2f,0.27732086593398864,0.09989121031469565,1.1828643707952866,47,209,209,17978.256445183477,True
15,witnesses\15\result.json,e54bfe67a0d1dc129fd857dda4f65159bb7be9a4b13552b9b29a5245d4084cb5,0.21564407531579494,0.03872267378877319,1.179476010180145,50,228,228,17975.490961810894,True
15,witnesses\15\initial_witness.json,f17318ad282cb4a96f43b36d0ad2cb6bcad54b73eabd3c132c38a888bf60a2a9,0.21564407531579494,0.03872267378877319,1.179476010180145,50,228,228,17975.490961810894,True
16,witnesses\16\result.json,e54bfe67a0d1dc129fd857dda4f65159bb7be9a4b13552b9b29a5245d4084cb5,0.21564407531579494,0.03872267378877319,1.179476010180145,50,228,228,17975.490961810894,True
16,witnesses\16\initial_witness.json,f17318ad282cb4a96f43b36d0ad2cb6bcad54b73eabd3c132c38a888bf60a2a9,0.21564407531579494,0.03872267378877319,1.179476010180145,50,228,228,17975.490961810894,True
16,witnesses\16\native_0_witness.json,1f21086ebb1d83273f46b4da1482ab919dc0efefcea143fd89f67d389737177b,0.21564407531579494,0.03872267378877319,1.179476010180145,50,228,228,17975.490961810894,True
16,witnesses\16\native_1_witness.json,1f21086ebb1d83273f46b4da1482ab919dc0efefcea143fd89f67d389737177b,0.21564407531579494,0.03872267378877319,1.179476010180145,50,228,228,17975.490961810894,True
16,witnesses\16\round68_existing_0_witness.json,f17318ad282cb4a96f43b36d0ad2cb6bcad54b73eabd3c132c38a888bf60a2a9,0.21564407531579494,0.03872267378877319,1.179476010180145,50,228,228,17975.490961810894,True
16,witnesses\16\round68_existing_1_witness.json,f17318ad282cb4a96f43b36d0ad2cb6bcad54b73eabd3c132c38a888bf60a2a9,0.21564407531579494,0.03872267378877319,1.179476010180145,50,228,228,17975.490961810894,True
