number,path,sha256,F,G,P,stations,pickup,drop,maximum_duration,original_T_feasible
1,witnesses\1\result.json,7117e6b19eb4e8d764259d88afc209aa25c20f687925fc998a5ab46cd7fe6294,0.04500155005562836,0.01922309854047684,0.17185634343434344,11,29,29,2784.4272564574003,True
1,witnesses\1\initial_witness.json,3ff94ef9323f76cbbb1d822760379a9d2cb9df7e8e642666d1ad204295bd8595,0.04946868261441946,0.025652504205328552,0.1587745227272727,10,29,29,2800.490870947145,True
1,witnesses\1\native_0_witness.json,3ff94ef9323f76cbbb1d822760379a9d2cb9df7e8e642666d1ad204295bd8595,0.04946868261441946,0.025652504205328552,0.1587745227272727,10,29,29,2800.490870947145,True
1,witnesses\1\native_1_witness.json,eac0635e10172769993b643fc5c84d14e51b9759201f2c710c6990fc6ef66c11,0.04500155005562836,0.01922309854047684,0.17185634343434344,11,29,29,2784.4272564574003,True
1,witnesses\1\round68_existing_0_witness.json,3ff94ef9323f76cbbb1d822760379a9d2cb9df7e8e642666d1ad204295bd8595,0.04946868261441946,0.025652504205328552,0.1587745227272727,10,29,29,2800.490870947145,True
1,witnesses\1\round68_existing_1_witness.json,3ff94ef9323f76cbbb1d822760379a9d2cb9df7e8e642666d1ad204295bd8595,0.04946868261441946,0.025652504205328552,0.1587745227272727,10,29,29,2800.490870947145,True
2,witnesses\2\result.json,aae7123d486529128897bb550bfa82672edf1cb3cd05e50c19a669ed3c4781be,0.020382503842219308,0.013395524430454598,0.046579862745098066,9,16,16,2494.9772639416988,True
3,witnesses\3\result.json,59f0c87ba9b943ea4f744af61ce2a852f208c5ec038580f1d44bdb77b71165a7,0.020382503842219308,0.013395524430454598,0.046579862745098066,9,16,16,2732.3403284083115,True
3,witnesses\3\initial_witness.json,557b5868715d081be91277cafa782dfefbb5a638f85b2fd634e86ccdcbe6acc0,0.020382503842219308,0.013395524430454598,0.046579862745098066,9,16,16,2732.3403284083115,True
3,witnesses\3\native_0_witness.json,846925d878a918f2e8a5a79b13e5972944ef009aa452f5c6a672d7c80f76f718,0.020382503842219308,0.013395524430454598,0.046579862745098066,9,16,16,3111.1413380067934,True
4,witnesses\4\result.json,59f0c87ba9b943ea4f744af61ce2a852f208c5ec038580f1d44bdb77b71165a7,0.020382503842219308,0.013395524430454598,0.046579862745098066,9,16,16,2732.3403284083115,True
4,witnesses\4\initial_witness.json,557b5868715d081be91277cafa782dfefbb5a638f85b2fd634e86ccdcbe6acc0,0.020382503842219308,0.013395524430454598,0.046579862745098066,9,16,16,2732.3403284083115,True
4,witnesses\4\native_0_witness.json,557b5868715d081be91277cafa782dfefbb5a638f85b2fd634e86ccdcbe6acc0,0.020382503842219308,0.013395524430454598,0.046579862745098066,9,16,16,2732.3403284083115,True
4,witnesses\4\round68_existing_0_witness.json,557b5868715d081be91277cafa782dfefbb5a638f85b2fd634e86ccdcbe6acc0,0.020382503842219308,0.013395524430454598,0.046579862745098066,9,16,16,2732.3403284083115,True
5,witnesses\5\result.json,c9a3f8a745c9c8bcaea9dc7f9848ef899f0316d155e3a954f8b8a543289974a8,0.05856397312578515,0.023359903840070865,0.23469379523809525,12,62,47,10745.841907529852,True
6,witnesses\6\result.json,6ec0ba2d446cd3aa7b6cb631c5f51ba55712cb343911c87f36eed0ba9dfab120,0.05856397312578515,0.023359903840070865,0.23469379523809525,12,62,47,10745.841907529852,True
6,witnesses\6\initial_witness.json,389c6f4835f460cacdea5803c97650e6a9955d7d9123b0ee6bebf0789b1ab286,0.05856397312578515,0.023359903840070865,0.23469379523809525,12,62,47,10745.841907529852,True
6,witnesses\6\native_0_witness.json,389c6f4835f460cacdea5803c97650e6a9955d7d9123b0ee6bebf0789b1ab286,0.05856397312578515,0.023359903840070865,0.23469379523809525,12,62,47,10745.841907529852,True
7,witnesses\7\result.json,6ec0ba2d446cd3aa7b6cb631c5f51ba55712cb343911c87f36eed0ba9dfab120,0.05856397312578515,0.023359903840070865,0.23469379523809525,12,62,47,10745.841907529852,True
7,witnesses\7\initial_witness.json,389c6f4835f460cacdea5803c97650e6a9955d7d9123b0ee6bebf0789b1ab286,0.05856397312578515,0.023359903840070865,0.23469379523809525,12,62,47,10745.841907529852,True
7,witnesses\7\native_0_witness.json,389c6f4835f460cacdea5803c97650e6a9955d7d9123b0ee6bebf0789b1ab286,0.05856397312578515,0.023359903840070865,0.23469379523809525,12,62,47,10745.841907529852,True
7,witnesses\7\round68_existing_0_witness.json,389c6f4835f460cacdea5803c97650e6a9955d7d9123b0ee6bebf0789b1ab286,0.05856397312578515,0.023359903840070865,0.23469379523809525,12,62,47,10745.841907529852,True
8,witnesses\8\result.json,ef72f97a9c51637402d99f08419e427cd666d79b5ff238afcc7083cd1e8291ae,0.8046255197202796,0.29108391608391604,3.423610690909091,5,16,15,3581.357789306602,True
