number,id,arm,full_wall,hga_wall,post_hga_wall,hga_total_generations,hga_decoder_calls,logical_trace_sha256,retained_route_sha256,hga_share,initial_verified_objective,published_events,first_event_with_same_objective_generation,first_event_with_same_objective_seconds,remaining_hga_after_that_event,first_event_hash,early_identical_route_not_established,retained_route_linked_generation,retained_route_available_by,first_same_objective_event_is_retained_route,scope
1,D3,VD-S,84.68699999991804,2.0967253,82.59027469991804,2129,12574,054edaa8b82a05a10fc9894964f145aa9838224c1fc5242778a08d5b9ad20fa0,8e5ad23a6d49751f6075835041b23d09a4cb3902d9b236fd429c9f456345a1c4,0.024758526102023087,0.049468682614419446,12,129,0.2302548,1.8664705000000001,8e5ad23a6d49751f6075835041b23d09a4cb3902d9b236fd429c9f456345a1c4,False,129,0.4202644999180496,True,Observed same-objective event; no counterfactual algorithm or timing gain claimed
3,E7,K1-R,5.657000000122935,4.2999291,1.3570709001229346,2027,20322,a8a61f930fdf93c990b34c6da7e1a924b255bca17aacc8895450dcfb33ef024c,935bc9e637f558b8735b0b116a29b88eef489fe7a5feda4dcd50a7a3da730ab4,0.7601076718943887,0.020382503842219304,12,27,0.1140709,4.1858582,935bc9e637f558b8735b0b116a29b88eef489fe7a5feda4dcd50a7a3da730ab4,False,27,0.1395988001229345,True,Observed same-objective event; no counterfactual algorithm or timing gain claimed
4,E7,VD-S,5.657000000122935,4.3667299,1.2902701001229344,2027,20322,a8a61f930fdf93c990b34c6da7e1a924b255bca17aacc8895450dcfb33ef024c,935bc9e637f558b8735b0b116a29b88eef489fe7a5feda4dcd50a7a3da730ab4,0.7719161923113143,0.020382503842219304,12,27,0.1163803,4.2503496,935bc9e637f558b8735b0b116a29b88eef489fe7a5feda4dcd50a7a3da730ab4,False,27,0.15231150012293412,True,Observed same-objective event; no counterfactual algorithm or timing gain claimed
6,S12,K1-R,40.938000000081956,38.4121078,2.5258922000819553,2153,13826,cfc9d220df1a6edf3921dc4848a6ef621a7afc6d07634b5d3a47109f8e118048,74ab415854037c22803a31d09fc980cf89b35cf92a54739f97dc405eb81e4d2f,0.9382995700797083,0.05856397312578515,14,153,2.8097557,35.602352100000004,74ab415854037c22803a31d09fc980cf89b35cf92a54739f97dc405eb81e4d2f,False,153,2.833856600081955,True,Observed same-objective event; no counterfactual algorithm or timing gain claimed
7,S12,VD-S,39.67199999978766,38.3824615,1.2895384997876604,2153,13826,cfc9d220df1a6edf3921dc4848a6ef621a7afc6d07634b5d3a47109f8e118048,74ab415854037c22803a31d09fc980cf89b35cf92a54739f97dc405eb81e4d2f,0.9674949964762412,0.05856397312578515,14,153,2.8349501,35.5475114,74ab415854037c22803a31d09fc980cf89b35cf92a54739f97dc405eb81e4d2f,False,153,2.871159299787658,True,Observed same-objective event; no counterfactual algorithm or timing gain claimed
9,N12,K1-R,7.2030000002123415,1.7406014,5.4623986002123415,2503,8076,6d003cf5a9f28f1be3e677cdbeab29bb25c9cf2dbf468abde94db6727dccdc87,12017ec03494b64f5650580d897384faa4485f58880afbeff6017ad65449040a,0.24164950714267497,0.8162382059163058,10,503,0.3391331,1.4014683000000001,12017ec03494b64f5650580d897384faa4485f58880afbeff6017ad65449040a,False,503,0.3751095002123414,True,Observed same-objective event; no counterfactual algorithm or timing gain claimed
10,N12,VD-S,3.6409999998286366,1.7483556,1.8926443998286366,2503,8076,6d003cf5a9f28f1be3e677cdbeab29bb25c9cf2dbf468abde94db6727dccdc87,12017ec03494b64f5650580d897384faa4485f58880afbeff6017ad65449040a,0.48018555344199015,0.8162382059163058,10,503,0.3431925,1.4051631,12017ec03494b64f5650580d897384faa4485f58880afbeff6017ad65449040a,False,503,0.37511059982863665,True,Observed same-objective event; no counterfactual algorithm or timing gain claimed
12,D6,K1-R,3597.125,323.7226881,3273.4023119,2071,26383,f0ae472465d21dc0f8f34175103d0b9c21ce49efcae38813be21cad573168ce8,b22331e7663cc630a7413ae81c8fa43ec166241a5a109520fd9bd5bda6b7e26c,0.08999483979567016,0.15708313110317415,8,71,12.5379227,311.1847654,b22331e7663cc630a7413ae81c8fa43ec166241a5a109520fd9bd5bda6b7e26c,False,71,12.57206549999982,True,Observed same-objective event; no counterfactual algorithm or timing gain claimed
13,D6,VD-S,3597.1410000002943,550.5999342,3046.5410658002943,2071,26383,f0ae472465d21dc0f8f34175103d0b9c21ce49efcae38813be21cad573168ce8,b22331e7663cc630a7413ae81c8fa43ec166241a5a109520fd9bd5bda6b7e26c,0.15306598607059188,0.15708313110317415,8,71,21.2726081,529.3273261,b22331e7663cc630a7413ae81c8fa43ec166241a5a109520fd9bd5bda6b7e26c,False,71,21.378648700294487,True,Observed same-objective event; no counterfactual algorithm or timing gain claimed
15,D7,K1-R,1197.1410000002943,560.4226016,636.7183984002943,2739,41479,57bef446a84591a2d9911f696cd8732bd9855398011d4d6b7a0011e138a05ee4,356124388ee9c761491b4bf926abb98c21b41fdeff8f76b6e388b33af2287170,0.4681341643130277,0.21564407531579505,34,739,161.1085989,399.3140027,356124388ee9c761491b4bf926abb98c21b41fdeff8f76b6e388b33af2287170,False,739,161.14734930029442,True,Observed same-objective event; no counterfactual algorithm or timing gain claimed
