number,id,arm,leaf_id,solve_kind,native_log,line,raw_line,scope,event,native_objective,rounded_native_seconds
1,D3,VD-S,L0,CHILD_BOUND_TARGET_MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\repeat\D3\VD-S\external\native_logs\L0_c6_1_child_disjunction_target_mip.gurobi.log,28,Loaded user MIP start with objective 0.0494687,Native telemetry; no independent intermediate vector retained,Loaded user MIP start with objective,0.0494687,
1,D3,VD-S,L0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\repeat\D3\VD-S\external\native_logs\L0_terminal_mip.gurobi.log,28,Loaded user MIP start with objective 0.0494687,Native telemetry; no independent intermediate vector retained,Loaded user MIP start with objective,0.0494687,
1,D3,VD-S,L0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\repeat\D3\VD-S\external\native_logs\L0_terminal_mip.gurobi.log,117,* 1972   305              41       0.0454515    0.04071  10.4%   122   20s,Native telemetry; no independent intermediate vector retained,printed_search_incumbent,0.0454515,20.0
1,D3,VD-S,L0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\repeat\D3\VD-S\external\native_logs\L0_terminal_mip.gurobi.log,118,* 2318   247              38       0.0452606    0.04071  10.0%   117   22s,Native telemetry; no independent intermediate vector retained,printed_search_incumbent,0.0452606,22.0
1,D3,VD-S,L0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\repeat\D3\VD-S\external\native_logs\L0_terminal_mip.gurobi.log,120,H 2809   258                       0.0452295    0.04071  10.0%   112   26s,Native telemetry; no independent intermediate vector retained,printed_search_incumbent,0.0452295,26.0
1,D3,VD-S,L0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\repeat\D3\VD-S\external\native_logs\L0_terminal_mip.gurobi.log,121,H 2809   252                       0.0451155    0.04071  9.76%   112   26s,Native telemetry; no independent intermediate vector retained,printed_search_incumbent,0.0451155,26.0
1,D3,VD-S,L0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\repeat\D3\VD-S\external\native_logs\L0_terminal_mip.gurobi.log,122,H 2809   252                       0.0450016    0.04071  9.53%   112   26s,Native telemetry; no independent intermediate vector retained,printed_search_incumbent,0.0450016,26.0
3,E7,K1-R,L0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation\E7\K1-R\external\native_logs\L0_terminal_mip.gurobi.log,48,H  107    11                       0.0203825    0.02034  0.21%  49.1    1s,Native telemetry; no independent intermediate vector retained,printed_search_incumbent,0.0203825,1.0
4,E7,VD-S,L0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation\E7\VD-S\external\native_logs\L0_terminal_mip.gurobi.log,28,Loaded user MIP start with objective 0.0203825,Native telemetry; no independent intermediate vector retained,Loaded user MIP start with objective,0.0203825,
6,S12,K1-R,L0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation\S12\K1-R\external\native_logs\L0_terminal_mip.gurobi.log,59,H  118    74                       0.0585640    0.04619  21.1%  31.5    1s,Native telemetry; no independent intermediate vector retained,printed_search_incumbent,0.058564,1.0
7,S12,VD-S,L0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation\S12\VD-S\external\native_logs\L0_terminal_mip.gurobi.log,28,Loaded user MIP start with objective 0.058564,Native telemetry; no independent intermediate vector retained,Loaded user MIP start with objective,0.058564,
9,N12,K1-R,L0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation\N12\K1-R\external\native_logs\L0_terminal_mip.gurobi.log,56,H  640   388                       0.8162382    0.70289  13.9%  26.7    1s,Native telemetry; no independent intermediate vector retained,printed_search_incumbent,0.8162382,1.0
9,N12,K1-R,L0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation\N12\K1-R\external\native_logs\L0_terminal_mip.gurobi.log,57,H  759   404                       0.8046255    0.70388  12.5%  31.3    3s,Native telemetry; no independent intermediate vector retained,printed_search_incumbent,0.8046255,3.0
10,N12,VD-S,L0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation\N12\VD-S\external\native_logs\L0_terminal_mip.gurobi.log,28,Loaded user MIP start with objective 0.816238,Native telemetry; no independent intermediate vector retained,Loaded user MIP start with objective,0.816238,
10,N12,VD-S,L0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation\N12\VD-S\external\native_logs\L0_terminal_mip.gurobi.log,56,*  433   109              21       0.8129181    0.75112  7.60%  35.8    1s,Native telemetry; no independent intermediate vector retained,printed_search_incumbent,0.8129181,1.0
10,N12,VD-S,L0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation\N12\VD-S\external\native_logs\L0_terminal_mip.gurobi.log,57,*  636    51              12       0.8046255    0.78776  2.10%  32.7    1s,Native telemetry; no independent intermediate vector retained,printed_search_incumbent,0.8046255,1.0
13,D6,VD-S,L0.0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\development-long\D6\VD-S\external\native_logs\L0.0_terminal_mip.gurobi.log,28,Loaded user MIP start with objective 0.157083,Native telemetry; no independent intermediate vector retained,Loaded user MIP start with objective,0.157083,
13,D6,VD-S,L0.0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\development-long\D6\VD-S\external\native_logs\L0.0_terminal_mip.gurobi.log,118,H  905   511                       0.1570831    0.14568  7.26%  1188  281s,Native telemetry; no independent intermediate vector retained,printed_search_incumbent,0.1570831,281.0
16,D7,VD-S,L0.0.0,CHILD_BOUND_TARGET_MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation-long\D7\VD-S\external\native_logs\L0.0.0_c6_1_child_disjunction_target_mip.gurobi.log,28,Loaded user MIP start with objective 0.215644,Native telemetry; no independent intermediate vector retained,Loaded user MIP start with objective,0.215644,
16,D7,VD-S,L0.0.0,MIP,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation-long\D7\VD-S\external\native_logs\L0.0.0_terminal_mip.gurobi.log,28,Loaded user MIP start with objective 0.215644,Native telemetry; no independent intermediate vector retained,Loaded user MIP start with objective,0.215644,
