number,id,arm,leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
1,D3,VD-S,L0,LP,OPTIMAL,0,294.830263,0.032999992370605469,0.076943402675466552,0,910,0,0.010312516000000001,64478a37d56b76f32b25a822c6e1c1f2af7f04cebb8cea2691f35303333bd8f7,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\repeat\D3\VD-S\external\native_logs\L0_lp.gurobi.log
1,D3,VD-S,L0.0,LP,OPTIMAL,0,294.74222989999998,0.035000085830688477,0.084449092496149125,0,778,0,0.011080886999999999,a0aa7ff63bacb2916b39fe5c2bbbb05367ea2a27671ba9c9081335995990fa20,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\repeat\D3\VD-S\external\native_logs\L0.0_lp.gurobi.log
1,D3,VD-S,L0.1,LP,OPTIMAL,0,294.65345059999999,0.032000064849853516,0.078639327595728142,0,832,0,0.01148892,bf3fa0da77352898cd0ac238d4613ead311a6a5a670ebca722595f549c5eaed7,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\repeat\D3\VD-S\external\native_logs\L0.1_lp.gurobi.log
1,D3,VD-S,L0,CHILD_BOUND_TARGET_MIP,INTERRUPTED,0,294.6065681,0.18599987030029297,0.36168496545522538,1,2190,0,0.026058425999999999,64478a37d56b76f32b25a822c6e1c1f2af7f04cebb8cea2691f35303333bd8f7,1,0,not_requested,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\repeat\D3\VD-S\external\native_logs\L0_c6_1_child_disjunction_target_mip.gurobi.log
1,D3,VD-S,L0,MIP,OPTIMAL,0,294.41010610000001,81.885999917984009,130.30953562631757,10805,1017002,0,0.068593882999999994,64478a37d56b76f32b25a822c6e1c1f2af7f04cebb8cea2691f35303333bd8f7,1,0,not_requested,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\repeat\D3\VD-S\external\native_logs\L0_terminal_mip.gurobi.log
3,E7,K1-R,L0,LP,OPTIMAL,0,112.6529955,0.020999908447265625,0.051083889458075855,0,604,0,0.0073616039999999999,0b088f52287d7f863e1164e3bdf4427f96f1cabc9b98a32fa14cda43930a648f,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation\E7\K1-R\external\native_logs\L0_lp.gurobi.log
3,E7,K1-R,L0.0,LP,OPTIMAL,0,112.58813309999999,0.023000001907348633,0.053488445524698551,0,604,0,0.0078783480000000003,59332100910105df71425a66c5e02e5bee868cd8cb63d27cbb0dffbc2d20965c,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation\E7\K1-R\external\native_logs\L0.0_lp.gurobi.log
3,E7,K1-R,L0.1,LP,OPTIMAL,0,112.5213475,0.02200007438659668,0.053628764203403741,0,639,0,0.0084532800000000005,71584a54826d9529fbdd62e1bf46bea70ccc98b2c38f71b1cc6bd174809c1d89,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation\E7\K1-R\external\native_logs\L0.1_lp.gurobi.log
3,E7,K1-R,L0,CHILD_BOUND_TARGET_MIP,INTERRUPTED,0,112.4855367,0.07500004768371582,0.14016152963380257,1,722,0,0.0094593479999999994,0b088f52287d7f863e1164e3bdf4427f96f1cabc9b98a32fa14cda43930a648f,1,0,not_requested,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation\E7\K1-R\external\native_logs\L0_c6_1_child_disjunction_target_mip.gurobi.log
3,E7,K1-R,L0,MIP,OPTIMAL,0,112.4020319,1.0210001468658447,1.4285540631866609,125,10342,0,0.016615686000000001,0b088f52287d7f863e1164e3bdf4427f96f1cabc9b98a32fa14cda43930a648f,1,0,not_requested,E:\codes\ExactEBRP-round66\results\unified_exact_round69\local_raw\historical-validation\E7\K1-R\external\native_logs\L0_terminal_mip.gurobi.log
