time_seconds,source,objective,G,P,improvement_over_previous,verifier_passed,route_count,served_station_count,total_pickup,total_drop,depot_unload,incumbent_hash,exported_incumbent_path,paper_reproducible,contributes_lower_bound,accepted
10.0106618,native_hga_tgbc_initial,1.74931345205,0.55290775659,7.97603796974,3.29228844391,true,3,9,72,72,0,44d683d3131f93e4,,true,false,true
