elapsed_seconds,event,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_lb_interval_id,global_min_lb_interval_range,global_min_lb_source,open_nodes,route_pool_columns_after_dominance,route_pool_best_incumbent,focused_intensification_passes,last_LB_improvement_time,last_UB_improvement_time,bound_time_seconds,master_time_seconds,pricing_time_seconds,columns,nodes
0.0002053,initial_empty_incumbent,1.00822320985,0,1,0,-1,"","seed_initial",0,0,0,0,0.0002053,0.0002053,0,0,0,0,0
0.0003639,initial_after_seed,1.00822320985,0.0655870045173,0.934947932287,8,0,"[0,0.114583]",cheap_projection_bound,0,0,0,0,0.0003639,0.0003639,0,0,0,0,0
24.7040167,interval_relaxation_0,1.00822320985,0.145654608,0.855533371404,7,1,"[0.114583,0.229167]",cheap_projection_bound,0,0,0,0,24.7040167,0.0003639,24.7034035,0,0,0,0
47.0174568,interval_relaxation_1,1.00822320985,0.260237941333,0.741884595802,6,2,"[0.229167,0.34375]",cheap_projection_bound,0,0,0,0,47.0174568,0.0003639,47.0168038,0,0,0,0
69.0442678,interval_relaxation_2,1.00822320985,0.374821274667,0.628235820199,5,3,"[0.34375,0.458333]",cheap_projection_bound,0,0,0,0,69.0442678,0.0003639,69.0435763,0,0,0,0
97.8496025,interval_relaxation_3,1.00822320985,0.489404608,0.514587044597,4,4,"[0.458333,0.572917]",cheap_projection_bound,0,0,0,0,97.8496025,0.0003639,97.8488632,0,0,0,0
124.0337434,interval_relaxation_4,1.00822320985,0.603987941333,0.400938268995,4,5,"[0.572917,0.6875]",cheap_projection_bound,0,0,0,0,124.0337434,0.0003639,124.0329635,0,0,0,0
134.3789303,interval_tree_4,0.780792889928,0.603987941333,0.226442826101,3,5,"[0.572917,0.6875]",cheap_projection_bound,0,1006,0.780792889928,0,124.0337434,134.3789303,124.0329635,10.1536939,0.0027362,1004,1
145.3292217,interval_relaxation_5,0.780792889928,0.675508088282,0.134843443126,2,4,"[0.458333,0.572917]",inventory_route_gini_relaxation,1,1006,0.780792889928,0,145.3292217,134.3789303,134.9827953,10.1536939,0.0027362,1004,1
148.3974004,interval_relaxation_6,0.780792889928,0.675508088282,0.134843443126,1,4,"[0.458333,0.572917]",inventory_route_gini_relaxation,1,1006,0.780792889928,0,145.3292217,134.3789303,138.0509282,10.1536939,0.0027362,1004,1
174.6438333,adaptive_split_child_8,0.780792889928,0.681925220372,0.12662470526,1,8,"[0.458333,0.515625]",inventory_route_gini_relaxation,1,1006,0.780792889928,0,174.6438333,134.3789303,164.297292,10.1536939,0.0027362,1004,1
193.473005,adaptive_split_child_9,0.780792889928,0.681925220372,0.12662470526,2,8,"[0.458333,0.515625]",inventory_route_gini_relaxation,2,1006,0.780792889928,0,174.6438333,134.3789303,183.1264162,10.1536939,0.0027362,1004,1
220.7234997,adaptive_split_child_10,0.780792889928,0.681925220372,0.12662470526,2,10,"[0.458333,0.486979]",gamma_floor,2,1006,0.780792889928,0,174.6438333,134.3789303,210.3768707,10.1536939,0.0027362,1004,1
243.9795413,adaptive_split_child_11,0.780792889928,0.681925220372,0.12662470526,3,10,"[0.458333,0.486979]",gamma_floor,3,1006,0.780792889928,0,174.6438333,134.3789303,233.6328709,10.1536939,0.0027362,1004,1
271.1885565,adaptive_split_child_12,0.780792889928,0.68422213022,0.123682939425,3,12,"[0.458333,0.472656]",inventory_route_gini_relaxation,3,1006,0.780792889928,0,271.1885565,134.3789303,260.8418276,10.1536939,0.0027362,1004,1
293.602086,adaptive_split_child_13,0.780792889928,0.68422213022,0.123682939425,3,12,"[0.458333,0.472656]",inventory_route_gini_relaxation,3,1006,0.780792889928,0,271.1885565,134.3789303,283.2553165,10.1536939,0.0027362,1004,1
302.1984326,focused_retry_interval_12,0.780792889928,0.68422213022,0.123682939425,3,12,"[0.458333,0.472656]",inventory_route_gini_relaxation,3,1006,0.780792889928,1,271.1885565,134.3789303,310.4642732,18.5530291,0.0044944,2008,2
302.3592774,route_pool_before_final_summary,0.780792889928,0.68422213022,0.123682939425,3,12,"[0.458333,0.472656]",inventory_route_gini_relaxation,3,1006,0.780792889928,1,271.1885565,134.3789303,310.4642732,18.5530291,0.0044944,2008,2
302.359386,final_summary,0.780792889928,0.68422213022,0.123682939425,3,12,"[0.458333,0.472656]",inventory_route_gini_relaxation,3,1006,0.780792889928,1,271.1885565,134.3789303,310.4642732,18.5530291,0.0044944,2008,2
