station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,20,12,12
2,5,10,10
3,6,11,11
4,24,14,14
5,8,12,12
6,5,10,10
7,17,10,16
8,18,11,12
9,19,10,11
10,7,13,13
11,5,10,10
12,4,9,9
13,5,10,9
14,5,11,10
15,18,10,11
16,20,12,12
17,19,11,11
18,5,10,10
19,7,14,14
20,6,12,12
21,17,10,10
22,8,13,13
23,6,11,11
24,16,9,16
25,18,10,11
26,16,9,15
27,5,10,10
28,20,11,20
29,17,10,17
30,19,11,11
