vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,8,7,6,0,0,6,349.7673459432517,360.0,12
0,2,8,7,6,1,0,6,7,190.57973793768915,60.0,16
0,3,7,6,1,0,5,7,2,213.19872840341398,300.0,10
0,4,6,1,2,8,0,2,10,384.9986927654288,480.0,12
0,5,1,2,3,0,5,10,5,140.51672358820585,300.0,10
0,6,2,3,0,0,5,5,0,119.28621178555596,300.0,11
1,1,0,9,20,8,0,0,8,425.2668302252627,480.0,11
1,2,9,20,15,0,6,8,2,397.89579277891147,360.0,12
1,3,20,15,14,7,0,2,9,165.2396667805601,420.0,11
1,4,15,14,5,0,5,9,4,178.52420882979618,300.0,10
1,5,14,5,0,0,4,4,0,336.592410021583,240.0,12
2,1,0,17,30,8,0,0,8,443.4524415442206,480.0,11
2,2,17,30,23,8,0,8,16,365.1634152813021,480.0,11
2,3,30,23,11,0,5,16,11,218.4179685932318,300.0,11
2,4,23,11,10,0,5,11,6,319.61305952748035,300.0,10
2,5,11,10,0,0,6,6,0,144.44518036959616,360.0,13
3,1,0,16,25,8,0,0,8,178.04850338610535,480.0,12
3,2,16,25,27,7,0,8,15,200.63293296217083,420.0,11
3,3,25,27,26,0,5,15,10,218.12916493272007,300.0,10
3,4,27,26,19,1,0,10,11,458.033701223395,60.0,15
3,5,26,19,13,0,7,11,4,268.787116239612,420.0,14
3,6,19,13,0,0,4,4,0,184.61405610384384,240.0,9
4,1,0,4,22,10,0,0,10,357.9664622816558,600.0,14
4,2,4,22,21,0,5,10,5,558.103993196731,300.0,13
4,3,22,21,18,7,0,5,12,175.46815661491362,420.0,10
4,4,21,18,12,0,5,12,7,151.0619476830475,300.0,10
4,5,18,12,0,0,5,7,2,185.91943390735233,300.0,9
