seed,pass,neighbors,decoded_checks,accepted,exhausted,interrupted,fitness_before,fitness_after,accepted_proxy_fitness,elapsed_seconds,cross_route_neighbors,cross_route_checks,accepted_cross_route
1,1,24,24,0,1,0,-0.26123887864283718,-0.26123887864283718,0,0.22795319999999999,0,0,0
