instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
cb443_V30_compact_r1_shortage_M03_Q30.txt,20260626,1,hga-tgbc,round73_joint_position_quantity_insertion,0.30195,0.0984525,1.35665,1,30,92,92,0,"17914.5",true,0.0079962,true,
cb443_V30_compact_r1_shortage_M03_Q30.txt,20260626,2,hga-tgbc,round88_constructive_only_decoded_descent_verified_seed,0.261239,0.0920568,1.12788,3,30,92,92,0,"17914.5|0|0",true,0.237563,true,
cb443_V30_compact_r1_shortage_M03_Q30.txt,20260626,3,hga-tgbc,round83_equal_net_exchange_physical_descent,0.171612,0.04173,0.865878,3,30,119,119,0,"7811.8|7744.53|7750.54",true,0.260559,true,
