instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
round39_small_hard_V12_M3_Q20_slot07_seed621538683.txt,20260626,1,hga-tgbc,native_hga_tgbc_full_migration,0.647116,0.272301,2.49877,3,4,29,10,19,"2344.33|2336.54|2348.67",true,1.02128,true,
