event_sequence,elapsed_runtime_seconds,work,incumbent_available,incumbent,best_bound_available,best_bound,processed_nodes,open_nodes,solution_count,callback_where,phase,context
0,0.032283100000000002,0.05234583073527501,false,1e+100,true,0,0,0,0,3,1,MIP
1,0.036472600000000001,0.05558518823210664,true,2.0103150120749151,true,0,0,0,9.8813129168249309e-324,3,1,MIP
2,0.053041600000000001,0.085664190360152964,true,2.0103150120749151,true,0.23108729138696332,0,0,9.8813129168249309e-324,3,1,MIP
3,0.066932599999999995,0.10609057116423966,true,2.0103150120749151,true,0.23256142736379659,0,0,9.8813129168249309e-324,3,1,MIP
4,0.1189434,0.18853100241223436,true,2.0103150120749151,true,0.25898729119370056,0,0,9.8813129168249309e-324,3,1,MIP
5,0.12617039999999999,0.19498819394170797,true,2.0012632038095499,true,0.25943406032385541,0,0,1.4821969375237396e-323,3,1,MIP
6,0.13018250000000001,0.20168102643528035,true,2.0012632038095499,true,0.26167938955246045,0,0,1.4821969375237396e-323,3,1,MIP
7,0.17066890000000001,0.25637928257077541,true,2.0012632038095499,true,0.27192880632143063,0,0,1.4821969375237396e-323,3,1,MIP
8,0.17745230000000001,0.26129759499724914,true,2.0012632038095499,true,0.28104015773050472,0,0,1.4821969375237396e-323,3,1,MIP
9,0.24178269999999999,0.34363794786315388,true,2.0012632038095499,true,0.32188693976751831,0,0,1.4821969375237396e-323,3,1,MIP
10,0.2484374,0.34966674793003205,true,1.9967660656731077,true,0.32188693976751831,0,0,2.4703282292062327e-323,3,1,MIP
11,0.25644450000000002,0.36431738596998486,true,1.9967660656731077,true,0.32578937320666485,0,0,2.4703282292062327e-323,3,1,MIP
12,0.3231096,0.45768501625968072,true,1.9967660656731077,true,0.32759843793645121,0,0,2.4703282292062327e-323,3,1,MIP
13,0.33947240000000001,0.4793403610992264,true,1.9967660656731077,true,0.32821644645313497,0,0,2.4703282292062327e-323,3,1,MIP
14,0.37532500000000002,0.52546089284918862,true,1.9967660656731077,true,0.32851609043374064,0,0,2.4703282292062327e-323,3,1,MIP
