file,method,algorithm_preset,status,thread_fairness_class,time_budget_seconds,progress_log,compact_bc_enabled_families_effective,compact_bc_diagnostic_force_leaf_solve,compact_bc_low_gini_aggressive_diagnostic,audit_passed,failures
E:\codes\ExactEBRP\results\gf_tailored_bc_next_optimization_round\raw\certificate-basis-test.json,certificate-basis-test,paper-gf-tailored-bc,diagnostic_passed,one_thread_fair,1000,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_next_optimization_round\raw\certificate_basis_recheck.json,certificate-basis-test,custom,diagnostic_passed,unknown_not_paper,10,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_next_optimization_round\raw\certificate_basis_test.json,certificate-basis-test,custom,diagnostic_passed,unknown_not_paper,1000,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_next_optimization_round\raw\fair_high_imbalance_seed3202_cplex_60s.json,cplex,custom,not_certified,one_thread_fair,60,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_next_optimization_round\raw\fair_high_imbalance_seed3202_tailored_60s.json,gcap-frontier,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,E:\codes\ExactEBRP\results\gf_tailored_bc_next_optimization_round\progress_traces\fair_high_imbalance_seed3202_tailored_60s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_next_optimization_round\raw\fair_tight_T_seed3101_cplex_60s.json,cplex,custom,not_certified,one_thread_fair,60,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_next_optimization_round\raw\fair_tight_T_seed3101_tailored_60s.json,gcap-frontier,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,E:\codes\ExactEBRP\results\gf_tailored_bc_next_optimization_round\progress_traces\fair_tight_T_seed3101_tailored_60s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_next_optimization_round\raw\fair_v12_m1_cplex_60s.json,cplex,custom,not_certified,one_thread_fair,60,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_next_optimization_round\raw\fair_v12_m1_tailored_60s.json,gcap-frontier,paper-gf-tailored-bc,optimal,one_thread_fair,60,E:\codes\ExactEBRP\results\gf_tailored_bc_next_optimization_round\progress_traces\fair_v12_m1_tailored_60s.progress.csv,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|gini_subset_envelope|low_gini_l1_centering|subset_inventory_imbalance|vehicle_transfer_cutset|support_duration|transfer_compat,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_next_optimization_round\raw\fair_v12_m1_tailored_60s_auto_oracle\interval_6.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,one_thread_fair,60,E:\codes\ExactEBRP\results\gf_tailored_bc_next_optimization_round\progress_traces\fair_v12_m1_tailored_60s.progress.csv,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
