row,final_json_exists,checkpoint_count,checkpoint_required,best_bound_available,bound_valid,last_checkpoint_age_seconds,status,fail_reason,plateau_detected,callback_available,source_class_ok,audit_passed
moderate_low_gini1_callback_60s,True,15,True,False,False,,wrapper_timeout_noncertified,native_solver_exceeded_time_limit_before_final_best_bound_api,True,True,True,True
moderate_low_gini1_callback_auto_10s,True,26,True,False,False,,wrapper_timeout_noncertified,native_exit_before_solver_final_best_bound_api,True,True,True,True
moderate_low_gini1_callback_auto_60s,True,12,True,False,False,,wrapper_timeout_noncertified,native_exit_before_solver_final_best_bound_api,True,True,True,True
moderate_low_gini1_plain_60s,True,0,False,False,False,,wrapper_timeout_noncertified,native_exit_before_solver_final_best_bound_api,True,True,True,True
moderate_low_gini1_static_tailored_60s,True,0,False,False,False,,wrapper_timeout_noncertified,native_exit_before_solver_final_best_bound_api,True,True,True,True
moderate_low_gini2_callback_auto_60s,True,12,True,False,False,,wrapper_timeout_noncertified,native_exit_before_solver_final_best_bound_api,True,True,True,True
