file,line,pattern,classification,line_text
src/Bounds.cpp,1129,route_mask,allowed_legacy_cli_but_not_paper_core,const long long allowed_count = bound.route_mask_count_after_support_duration;
src/Bounds.cpp,1131,route_mask,allowed_legacy_cli_but_not_paper_core,bound.route_mask_operation_budget_avg =
src/Bounds.cpp,1136,route_mask,allowed_legacy_cli_but_not_paper_core,bound.route_mask_support_duration_precompute_time_seconds =
src/Bounds.cpp,1139,route_mask,allowed_legacy_cli_but_not_paper_core,bound.route_mask_operation_budget_precompute_time_seconds =
src/Bounds.cpp,1140,route_mask,allowed_legacy_cli_but_not_paper_core,bound.route_mask_support_duration_precompute_time_seconds;
src/Bounds.cpp,1353,route_mask,allowed_legacy_cli_but_not_paper_core,"ss << "", route_mask_support_duration_pruning="""
src/Bounds.cpp,1354,route_mask,allowed_legacy_cli_but_not_paper_core,"<< (route_mask_support_duration_pruning_enabled ? ""true"" : ""false"")"
src/Bounds.cpp,1355,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_count_before_support_duration="""
src/Bounds.cpp,1356,route_mask,allowed_legacy_cli_but_not_paper_core,<< bound.route_mask_count_before_support_duration
src/Bounds.cpp,1357,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_count_after_support_duration="""
src/Bounds.cpp,1358,route_mask,allowed_legacy_cli_but_not_paper_core,<< bound.route_mask_count_after_support_duration
src/Bounds.cpp,1359,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_masks_removed_by_support_duration="""
src/Bounds.cpp,1360,route_mask,allowed_legacy_cli_but_not_paper_core,<< bound.route_masks_removed_by_support_duration
src/Bounds.cpp,1361,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_support_duration_max_removed_subset_size="""
src/Bounds.cpp,1362,route_mask,allowed_legacy_cli_but_not_paper_core,<< bound.route_mask_support_duration_max_removed_subset_size;
src/Bounds.cpp,1363,route_mask,allowed_legacy_cli_but_not_paper_core,"ss << "", route_mask_operation_budget_cuts="""
src/Bounds.cpp,1364,route_mask,allowed_legacy_cli_but_not_paper_core,"<< (route_mask_operation_budget_cuts_enabled ? ""true"" : ""false"")"
src/Bounds.cpp,1365,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_operation_budget_cuts_added="""
src/Bounds.cpp,1366,route_mask,allowed_legacy_cli_but_not_paper_core,<< bound.route_mask_operation_budget_cuts_added
src/Bounds.cpp,1367,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_operation_budget_min="""
src/Bounds.cpp,1368,route_mask,allowed_legacy_cli_but_not_paper_core,<< bound.route_mask_operation_budget_min
src/Bounds.cpp,1369,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_operation_budget_avg="""
src/Bounds.cpp,1370,route_mask,allowed_legacy_cli_but_not_paper_core,<< bound.route_mask_operation_budget_avg
src/Bounds.cpp,1371,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_operation_budget_max="""
src/Bounds.cpp,1372,route_mask,allowed_legacy_cli_but_not_paper_core,<< bound.route_mask_operation_budget_max
src/Bounds.cpp,1373,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_operation_budget_tightened_masks="""
src/Bounds.cpp,1374,route_mask,allowed_legacy_cli_but_not_paper_core,<< bound.route_mask_operation_budget_tightened_masks
src/Bounds.cpp,1375,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_operation_budget_zero_masks="""
src/Bounds.cpp,1376,route_mask,allowed_legacy_cli_but_not_paper_core,<< bound.route_mask_operation_budget_zero_masks;
src/Bounds.cpp,1378,route_mask,allowed_legacy_cli_but_not_paper_core,bound.route_mask_support_duration_removed_examples) {
src/Bounds.cpp,1382,route_mask,allowed_legacy_cli_but_not_paper_core,bound.route_mask_operation_budget_examples) {
src/Bounds.cpp,1575,route_mask,allowed_legacy_cli_but_not_paper_core,station_residual_cover_cuts_enabled && instance.V > route_mask_max_v;
src/Bounds.cpp,1605,route_mask,allowed_legacy_cli_but_not_paper_core,instance.V > route_mask_max_v) {
src/Bounds.cpp,1810,route_mask,allowed_legacy_cli_but_not_paper_core,instance.V > route_mask_max_v) {
src/Bounds.cpp,2066,route_mask,allowed_legacy_cli_but_not_paper_core,if (route_mask_relaxation) {
src/Bounds.cpp,2070,route_mask,allowed_legacy_cli_but_not_paper_core,for (int mask : allowed_route_masks_by_vehicle[k]) {
src/Bounds.cpp,2084,route_mask,allowed_legacy_cli_but_not_paper_core,for (int mask : allowed_route_masks_by_vehicle[k]) {
src/Bounds.cpp,2112,route_mask,allowed_legacy_cli_but_not_paper_core,for (int mask : allowed_route_masks_by_vehicle[k]) {
src/Bounds.cpp,2159,route_mask,allowed_legacy_cli_but_not_paper_core,for (int mask : allowed_route_masks_by_vehicle[k]) {
src/Bounds.cpp,2176,route_mask,allowed_legacy_cli_but_not_paper_core,for (int mask : allowed_route_masks_by_vehicle[k]) {
src/Bounds.cpp,2196,route_mask,allowed_legacy_cli_but_not_paper_core,for (int mask : allowed_route_masks_by_vehicle[k]) {
src/Bounds.cpp,2204,route_mask,allowed_legacy_cli_but_not_paper_core,if (route_mask_operation_budget_cuts_enabled &&
src/Bounds.cpp,2205,route_mask,allowed_legacy_cli_but_not_paper_core,k < static_cast<int>(route_mask_pickup_budget_by_vehicle.size()) &&
src/Bounds.cpp,2206,route_mask,allowed_legacy_cli_but_not_paper_core,route_mask_pickup_budget_by_vehicle[k].size() ==
src/Bounds.cpp,2207,route_mask,allowed_legacy_cli_but_not_paper_core,allowed_route_masks_by_vehicle[k].size()) {
src/Bounds.cpp,2215,route_mask,allowed_legacy_cli_but_not_paper_core,pos < allowed_route_masks_by_vehicle[k].size(); ++pos) {
src/Bounds.cpp,2216,route_mask,allowed_legacy_cli_but_not_paper_core,const int mask = allowed_route_masks_by_vehicle[k][pos];
src/Bounds.cpp,2217,route_mask,allowed_legacy_cli_but_not_paper_core,const int budget = route_mask_pickup_budget_by_vehicle[k][pos];
src/Bounds.cpp,2304,route_mask,allowed_legacy_cli_but_not_paper_core,for (int mask : allowed_route_masks_by_vehicle[k]) {
src/Bounds.cpp,2440,route_mask,allowed_legacy_cli_but_not_paper_core,if (route_mask_relaxation || continuous_vehicle_indexed_ops) {
src/Bounds.cpp,2490,route_mask,allowed_legacy_cli_but_not_paper_core,if (route_mask_relaxation) {
src/Bounds.cpp,2492,route_mask,allowed_legacy_cli_but_not_paper_core,for (int mask : allowed_route_masks_by_vehicle[k]) {
src/Bounds.cpp,2599,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_duration_load_relaxation="""
src/Bounds.cpp,2600,route_mask,allowed_legacy_cli_but_not_paper_core,"<< (route_mask_relaxation ? ""true"" : ""false"")"
src/Bounds.cpp,2601,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_max_v="" << route_mask_max_v"
src/Bounds.cpp,2645,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_duration_load_relaxation="""
src/Bounds.cpp,2646,route_mask,allowed_legacy_cli_but_not_paper_core,"<< (route_mask_relaxation ? ""true"" : ""false"")"
src/Bounds.cpp,2647,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_max_v="" << route_mask_max_v"
src/Bounds.cpp,2710,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_duration_load_relaxation="""
src/Bounds.cpp,2711,route_mask,allowed_legacy_cli_but_not_paper_core,"<< (route_mask_relaxation ? ""true"" : ""false"")"
src/Bounds.cpp,2712,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_max_v="" << route_mask_max_v"
src/Bounds.cpp,2752,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_duration_load_relaxation="""
src/Bounds.cpp,2753,route_mask,allowed_legacy_cli_but_not_paper_core,"<< (route_mask_relaxation ? ""true"" : ""false"")"
src/Bounds.cpp,2754,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_max_v="" << route_mask_max_v"
src/Bounds.cpp,2792,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_duration_load_relaxation="""
src/Bounds.cpp,2793,route_mask,allowed_legacy_cli_but_not_paper_core,"<< (route_mask_relaxation ? ""true"" : ""false"")"
src/Bounds.cpp,2794,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_max_v="" << route_mask_max_v"
src/Bounds.cpp,2837,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_duration_load_relaxation="""
src/Bounds.cpp,2838,route_mask,allowed_legacy_cli_but_not_paper_core,"<< (route_mask_relaxation ? ""true"" : ""false"")"
src/Bounds.cpp,2839,route_mask,allowed_legacy_cli_but_not_paper_core,"<< "", route_mask_max_v="" << route_mask_max_v"
src/ColumnGeneration.cpp,47,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_pricing_engine_requested = lowerPricingString(options.pricing_engine);
src/ColumnGeneration.cpp,48,bpc,allowed_legacy_cli_but_not_paper_core,if (result.bpc_pricing_engine_requested.empty() ||
src/ColumnGeneration.cpp,49,bpc,allowed_legacy_cli_but_not_paper_core,"result.bpc_pricing_engine_requested == ""auto"") {"
src/ColumnGeneration.cpp,50,bpc,allowed_legacy_cli_but_not_paper_core,"result.bpc_pricing_engine_requested = ""exact-label"";"
src/ColumnGeneration.cpp,52,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_pricing_engine_used = result.bpc_pricing_engine_requested;
src/ColumnGeneration.cpp,78,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_pricing_engine_used = used;
src/ColumnGeneration.cpp,79,bpc,allowed_legacy_cli_but_not_paper_core,if (!result.bpc_pricing_engine_requested.empty() &&
src/ColumnGeneration.cpp,80,bpc,allowed_legacy_cli_but_not_paper_core,"result.bpc_pricing_engine_requested != ""auto"" &&"
src/ColumnGeneration.cpp,81,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_pricing_engine_requested != used) {
src/ColumnGeneration.cpp,82,bpc,allowed_legacy_cli_but_not_paper_core,++result.bpc_pricing_engine_fallbacks;
src/ColumnGeneration.cpp,84,bpc,allowed_legacy_cli_but_not_paper_core,"if (used == ""ng-dssr"") ++result.bpc_nodes_using_ng_dssr;"
src/ColumnGeneration.cpp,85,bpc,allowed_legacy_cli_but_not_paper_core,"else if (used == ""hybrid"") ++result.bpc_nodes_using_hybrid;"
src/ColumnGeneration.cpp,86,bpc,allowed_legacy_cli_but_not_paper_core,else ++result.bpc_nodes_using_exact_label;
src/ColumnGeneration.cpp,87,bpc,allowed_legacy_cli_but_not_paper_core,if (priced.complete && closure_relevant_call) ++result.bpc_nodes_exactly_priced;
src/ColumnGeneration.cpp,90,bpc,allowed_legacy_cli_but_not_paper_core,++result.bpc_nodes_dssr_incomplete;
src/ColumnGeneration.cpp,93,bpc,allowed_legacy_cli_but_not_paper_core,++result.bpc_nodes_final_verifier_called;
src/ColumnGeneration.cpp,95,bpc,allowed_legacy_cli_but_not_paper_core,++result.bpc_nodes_final_verifier_completed;
src/ColumnGeneration.cpp,1885,bpc,allowed_legacy_cli_but_not_paper_core,total.bpc_pricing_engine_fallbacks += node.bpc_pricing_engine_fallbacks;
src/ColumnGeneration.cpp,1886,bpc,allowed_legacy_cli_but_not_paper_core,if (!node.bpc_pricing_engine_requested.empty()) {
src/ColumnGeneration.cpp,1887,bpc,allowed_legacy_cli_but_not_paper_core,total.bpc_pricing_engine_requested = node.bpc_pricing_engine_requested;
src/ColumnGeneration.cpp,1889,bpc,allowed_legacy_cli_but_not_paper_core,if (!node.bpc_pricing_engine_used.empty()) {
src/ColumnGeneration.cpp,1890,bpc,allowed_legacy_cli_but_not_paper_core,total.bpc_pricing_engine_used = node.bpc_pricing_engine_used;
src/ColumnGeneration.cpp,1892,bpc,allowed_legacy_cli_but_not_paper_core,total.bpc_nodes_using_ng_dssr += node.bpc_nodes_using_ng_dssr;
src/ColumnGeneration.cpp,1893,bpc,allowed_legacy_cli_but_not_paper_core,total.bpc_nodes_using_exact_label += node.bpc_nodes_using_exact_label;
src/ColumnGeneration.cpp,1894,bpc,allowed_legacy_cli_but_not_paper_core,total.bpc_nodes_using_hybrid += node.bpc_nodes_using_hybrid;
src/ColumnGeneration.cpp,1895,bpc,allowed_legacy_cli_but_not_paper_core,total.bpc_nodes_exactly_priced += node.bpc_nodes_exactly_priced;
src/ColumnGeneration.cpp,1896,bpc,allowed_legacy_cli_but_not_paper_core,total.bpc_nodes_dssr_incomplete += node.bpc_nodes_dssr_incomplete;
src/ColumnGeneration.cpp,1897,bpc,allowed_legacy_cli_but_not_paper_core,total.bpc_nodes_final_verifier_called +=
src/ColumnGeneration.cpp,1898,bpc,allowed_legacy_cli_but_not_paper_core,node.bpc_nodes_final_verifier_called;
src/ColumnGeneration.cpp,1899,bpc,allowed_legacy_cli_but_not_paper_core,total.bpc_nodes_final_verifier_completed +=
src/ColumnGeneration.cpp,1900,bpc,allowed_legacy_cli_but_not_paper_core,node.bpc_nodes_final_verifier_completed;
src/ColumnGeneration.cpp,2666,bpc,allowed_legacy_cli_but_not_paper_core,"<< jsonEscapeCg(result.bpc_pricing_engine_requested) << ""\"""""
src/ColumnGeneration.cpp,2895,bpc,allowed_legacy_cli_but_not_paper_core,"<< "" pricing_engine_requested="" << result.bpc_pricing_engine_requested"
src/ColumnGeneration.cpp,2910,bpc,allowed_legacy_cli_but_not_paper_core,if (!result.bpc_pricing_engine_requested.empty() &&
src/ColumnGeneration.cpp,2911,bpc,allowed_legacy_cli_but_not_paper_core,"result.bpc_pricing_engine_requested != ""auto"" &&"
src/ColumnGeneration.cpp,2912,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_pricing_engine_requested != priced.pricing_engine) {
src/ColumnGeneration.cpp,2914,bpc,allowed_legacy_cli_but_not_paper_core,"if (result.bpc_pricing_engine_requested == ""hybrid"" &&"
src/ColumnGeneration.cpp,2924,bpc,allowed_legacy_cli_but_not_paper_core,"+ "", requested="" + result.bpc_pricing_engine_requested"
src/ColumnGeneration.cpp,3178,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_pricing_engine_fallbacks += root.bpc_pricing_engine_fallbacks;
src/ColumnGeneration.cpp,3179,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_using_ng_dssr += root.bpc_nodes_using_ng_dssr;
src/ColumnGeneration.cpp,3180,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_using_exact_label += root.bpc_nodes_using_exact_label;
src/ColumnGeneration.cpp,3181,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_using_hybrid += root.bpc_nodes_using_hybrid;
src/ColumnGeneration.cpp,3182,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_exactly_priced += root.bpc_nodes_exactly_priced;
src/ColumnGeneration.cpp,3183,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_dssr_incomplete += root.bpc_nodes_dssr_incomplete;
src/ColumnGeneration.cpp,3184,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_final_verifier_called += root.bpc_nodes_final_verifier_called;
src/ColumnGeneration.cpp,3185,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_final_verifier_completed += root.bpc_nodes_final_verifier_completed;
src/ColumnGeneration.cpp,3269,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_pricing_engine_fallbacks += forbid_child.bpc_pricing_engine_fallbacks;
src/ColumnGeneration.cpp,3270,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_using_ng_dssr += forbid_child.bpc_nodes_using_ng_dssr;
src/ColumnGeneration.cpp,3271,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_using_exact_label += forbid_child.bpc_nodes_using_exact_label;
src/ColumnGeneration.cpp,3272,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_using_hybrid += forbid_child.bpc_nodes_using_hybrid;
src/ColumnGeneration.cpp,3273,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_exactly_priced += forbid_child.bpc_nodes_exactly_priced;
src/ColumnGeneration.cpp,3274,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_dssr_incomplete += forbid_child.bpc_nodes_dssr_incomplete;
src/ColumnGeneration.cpp,3275,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_final_verifier_called += forbid_child.bpc_nodes_final_verifier_called;
src/ColumnGeneration.cpp,3276,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_final_verifier_completed += forbid_child.bpc_nodes_final_verifier_completed;
src/ColumnGeneration.cpp,3342,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_pricing_engine_fallbacks += require_child.bpc_pricing_engine_fallbacks;
src/ColumnGeneration.cpp,3343,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_using_ng_dssr += require_child.bpc_nodes_using_ng_dssr;
src/ColumnGeneration.cpp,3344,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_using_exact_label += require_child.bpc_nodes_using_exact_label;
src/ColumnGeneration.cpp,3345,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_using_hybrid += require_child.bpc_nodes_using_hybrid;
src/ColumnGeneration.cpp,3346,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_exactly_priced += require_child.bpc_nodes_exactly_priced;
src/ColumnGeneration.cpp,3347,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_dssr_incomplete += require_child.bpc_nodes_dssr_incomplete;
src/ColumnGeneration.cpp,3348,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_final_verifier_called += require_child.bpc_nodes_final_verifier_called;
src/ColumnGeneration.cpp,3349,bpc,allowed_legacy_cli_but_not_paper_core,result.bpc_nodes_final_verifier_completed += require_child.bpc_nodes_final_verifier_completed;
src/compare_main.cpp,23,bpc,allowed_legacy_cli_but_not_paper_core,"<< ""[--bpc-workers <N>] [--pricing-threads <N>] """
src/compare_main.cpp,26,bpc,allowed_legacy_cli_but_not_paper_core,"<< ""[--bpc-incumbent none|greedy|random|local|pool|pricing|portfolio|strong|compact|compact-cplex|auto|best-of-all] [--bpc-incumbent-seconds <seconds>] [--bpc-incumbent-rounds <N>] """
src/compare_main.cpp,32,focus,allowed_legacy_cli_but_not_paper_core,"<< ""[--frontier-column-cache true|false] [--frontier-focused-min-lb-retry true|false] """
src/compare_main.cpp,33,focus,allowed_legacy_cli_but_not_paper_core,"<< ""[--frontier-focused-intensification true|false] [--frontier-focused-reserve-fraction <fraction>] """
src/compare_main.cpp,34,focus,allowed_legacy_cli_but_not_paper_core,"<< ""[--frontier-focused-relax-seconds <seconds>] [--frontier-focused-max-passes <N>] """
src/compare_main.cpp,46,focus,allowed_legacy_cli_but_not_paper_core,"<< ""[--frontier-focus-only true|false] [--frontier-focus-interval-id auto|N] """
src/compare_main.cpp,47,focus,allowed_legacy_cli_but_not_paper_core,"<< ""[--frontier-focus-range <lo,hi>] [--frontier-focus-from-result <json>] """
src/compare_main.cpp,48,focus,allowed_legacy_cli_but_not_paper_core,"<< ""[--frontier-focus-leaf-id id|auto|min-lb] [--frontier-import-interval-bound <json>] """
src/compare_main.cpp,49,focus,allowed_legacy_cli_but_not_paper_core,"<< ""[--frontier-focus-time-limit <seconds>] [--frontier-focus-relax-seconds <seconds>] """
src/compare_main.cpp,50,focus,allowed_legacy_cli_but_not_paper_core,"<< ""[--frontier-focus-tree-nodes <N>] """
src/compare_main.cpp,83,bpc,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--bpc-workers"") opt.bpc_workers = std::stoi(requireValue(i, argc, argv));"
src/compare_main.cpp,89,route_mask,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--route-mask-max-v"") opt.route_mask_max_v = std::stoi(requireValue(i, argc, argv));"
src/compare_main.cpp,90,bpc,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--bpc-incumbent"") opt.bpc_incumbent = requireValue(i, argc, argv);"
src/compare_main.cpp,91,bpc,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--bpc-incumbent-seconds"") opt.bpc_incumbent_seconds = std::stod(requireValue(i, argc, argv));"
src/compare_main.cpp,92,bpc,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--bpc-incumbent-rounds"") opt.bpc_incumbent_rounds = std::stoi(requireValue(i, argc, argv));"
src/compare_main.cpp,104,focus,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--frontier-focused-min-lb-retry"") opt.frontier_focused_min_lb_retry = parseBoolValue(requireValue(i, argc, argv));"
src/compare_main.cpp,105,focus,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--frontier-focused-intensification"") opt.frontier_focused_intensification = parseBoolValue(requireValue(i, argc, argv));"
src/compare_main.cpp,106,focus,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--frontier-focused-reserve-fraction"") opt.frontier_focused_reserve_fraction = std::stod(requireValue(i, argc, argv));"
src/compare_main.cpp,107,focus,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--frontier-focused-relax-seconds"") opt.frontier_focused_relax_seconds = std::stod(requireValue(i, argc, argv));"
src/compare_main.cpp,108,focus,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--frontier-focused-max-passes"") opt.frontier_focused_max_passes = std::stoi(requireValue(i, argc, argv));"
src/compare_main.cpp,115,route_mask,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--route-mask-support-duration-pruning"") opt.route_mask_support_duration_pruning = parseBoolValue(requireValue(i, argc, argv));"
src/compare_main.cpp,116,route_mask,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--route-mask-operation-budget-cuts"") opt.route_mask_operation_budget_cuts = parseBoolValue(requireValue(i, argc, argv));"
src/compare_main.cpp,130,focus,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--frontier-focus-interval-id"") opt.frontier_focus_interval_id = requireValue(i, argc, argv);"
src/compare_main.cpp,131,focus,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--frontier-focus-range"") opt.frontier_focus_range = requireValue(i, argc, argv);"
src/compare_main.cpp,132,focus,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--frontier-focus-from-result"") opt.frontier_focus_from_result = requireValue(i, argc, argv);"
src/compare_main.cpp,133,focus,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--frontier-focus-leaf-id"") opt.frontier_focus_leaf_id = requireValue(i, argc, argv);"
src/compare_main.cpp,134,focus,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--frontier-focus-only"") opt.frontier_focus_only = parseBoolValue(requireValue(i, argc, argv));"
src/compare_main.cpp,135,focus,allowed_legacy_cli_but_not_paper_core,"else if (arg == ""--frontier-focus-use-existing-incumbent"") opt.frontier_focus_use_existing_incumbent = parseBoolValue(requireValue(i, argc, argv));"
