file,method,instance_name,finalization_source,lower_bound,best_valid_lb_seen,gap,best_valid_gap_seen,audit_passed,failures
results\gf_tailored_bc_stability_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_14400s_vector_probe.json,interval-cutoff-oracle,moderate_seed3301.txt,cplex_solver_final,0.0491015319885,0.0491015319885,0.0,0.0,True,
results\gf_tailored_bc_stability_round\raw\frontier_high_imbalance_seed3201_300s.json,gcap-frontier,high_imbalance_seed3201.txt,solver_final_noncertified_pre_auto_oracle,1.74210803,1.74210803,0.287015734552,0.287015734552,True,
results\gf_tailored_bc_stability_round\raw\frontier_high_imbalance_seed3201_30s.json,gcap-frontier,high_imbalance_seed3201.txt,solver_final_noncertified_pre_auto_oracle,1.50460803,1.50460803,0.384216229658,0.384216229658,True,
results\gf_tailored_bc_stability_round\raw\frontier_high_imbalance_seed3202_1200s.json,gcap-frontier,high_imbalance_seed3202.txt,solver_final_json,1.74931345205,1.74931345205,0.0,0.0,True,
results\gf_tailored_bc_stability_round\raw\frontier_high_imbalance_seed3202_300s.json,gcap-frontier,high_imbalance_seed3202.txt,solver_final_noncertified_pre_auto_oracle,1.06421478404,1.06421478404,0.391638598107,0.391638598107,True,
results\gf_tailored_bc_stability_round\raw\frontier_high_imbalance_seed3202_30s.json,gcap-frontier,high_imbalance_seed3202.txt,solver_final_noncertified_pre_auto_oracle,0.82671478404,0.82671478404,0.527406147211,0.527406147211,True,
results\gf_tailored_bc_stability_round\raw\frontier_moderate_seed3301_300s.json,gcap-frontier,moderate_seed3301.txt,solver_final_noncertified_pre_auto_oracle,0.0122881381662,0.0122881381662,0.75,0.75,True,
results\gf_tailored_bc_stability_round\raw\frontier_moderate_seed3301_30s.json,gcap-frontier,moderate_seed3301.txt,solver_final_noncertified_pre_auto_oracle,0.0,0.0,1.0,1.0,True,
results\gf_tailored_bc_stability_round\raw\frontier_moderate_seed3301_30s_auto_oracle\interval_0.json,interval-cutoff-oracle,moderate_seed3301.txt,solver_final_json,0.0491525526647,0.0491525526647,0.0,0.0,True,
results\gf_tailored_bc_stability_round\raw\frontier_moderate_seed3302_300s.json,gcap-frontier,moderate_seed3302.txt,solver_final_noncertified_pre_auto_oracle,0.0305681572733,0.0305681572733,0.84375,0.84375,True,
results\gf_tailored_bc_stability_round\raw\frontier_moderate_seed3302_30s.json,gcap-frontier,moderate_seed3302.txt,solver_final_noncertified_pre_auto_oracle,0.0,0.0,1.0,1.0,True,
results\gf_tailored_bc_stability_round\raw\frontier_tight_T_seed3101_300s.json,gcap-frontier,tight_T_seed3101.txt,solver_final_json,0.107252734134,0.107252734134,0.0,0.0,True,
results\gf_tailored_bc_stability_round\raw\frontier_tight_T_seed3101_30s.json,gcap-frontier,tight_T_seed3101.txt,solver_final_noncertified_pre_auto_oracle,0.0,0.0,1.0,1.0,True,
results\gf_tailored_bc_stability_round\raw\frontier_tight_T_seed3102_1200s.json,gcap-frontier,,wrapper_error_json,0.0,0.0,1.0,1.0,True,
results\gf_tailored_bc_stability_round\raw\frontier_tight_T_seed3102_300s.json,gcap-frontier,,wrapper_error_json,0.0,0.0,1.0,1.0,True,
results\gf_tailored_bc_stability_round\raw\frontier_tight_T_seed3102_30s.json,gcap-frontier,tight_T_seed3102.txt,solver_final_noncertified_pre_auto_oracle,0.31574776659,0.31574776659,0.474370843117,0.474370843117,True,
