file,method,algorithm_preset,status,certified_original_problem,tailored_bc_enabled,tailored_bc_mode,tailored_bc_callback_available,tailored_bc_source_class,tailored_bc_candidate_projection_checks,tailored_bc_candidate_projection_verified,tailored_bc_candidate_projection_rejections,tailored_bc_candidate_projection_unsupported_mismatches,tailored_bc_candidate_route_projection_checks,tailored_bc_candidate_route_projection_verified,tailored_bc_candidate_route_projection_rejections,tailored_bc_candidate_route_projection_unsupported_mismatches,audit_passed,failures
results\gf_tailored_bc_stability_round\raw\callback_vector_smoke.json,tailored-bc-relaxation-vector-smoke-test,custom,diagnostic_passed,False,True,callback,True,diagnostic,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\certificate_basis_test.json,certificate-basis-test,custom,diagnostic_passed,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\dominant_k4_low_gini_1_static_tailored_compact_bc_14400s_vector_probe.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_feasible_improving_ub,False,True,callback,True,tailored_bc_assisted_noncertified,1,1,0,0,1,1,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_high_imbalance_seed3201_300s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_high_imbalance_seed3201_30s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_high_imbalance_seed3202_1200s.json,gcap-frontier,paper-gf-tailored-bc,optimal,True,True,callback,True,relaxation_only,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_high_imbalance_seed3202_300s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_high_imbalance_seed3202_30s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_moderate_seed3301_300s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_moderate_seed3301_30s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_moderate_seed3301_30s_auto_oracle\interval_0.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,True,callback,True,tailored_bc_certified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_moderate_seed3302_300s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_moderate_seed3302_30s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_tight_T_seed3101_300s.json,gcap-frontier,paper-gf-tailored-bc,optimal,True,True,callback,True,relaxation_only,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_tight_T_seed3101_30s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_tight_T_seed3102_1200s.json,gcap-frontier,paper-gf-tailored-bc,wrapper_error_noncertified,False,True,callback,True,wrapper_checkpoint_only,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_tight_T_seed3102_300s.json,gcap-frontier,paper-gf-tailored-bc,wrapper_error_noncertified,False,True,callback,True,wrapper_checkpoint_only,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_tight_T_seed3102_30s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,False,True,callback,True,tailored_bc_assisted_noncertified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m1_1200s.json,gcap-frontier,paper-gf-tailored-bc,optimal,True,True,callback,True,tailored_bc_certified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m1_1200s_auto_oracle\interval_13.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,True,callback,True,tailored_bc_certified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m1_1200s_auto_oracle\interval_15.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,True,callback,True,tailored_bc_certified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m1_1200s_auto_oracle\interval_18.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,True,callback,True,tailored_bc_certified,0,0,0,0,0,0,0,0,True,
results\gf_tailored_bc_stability_round\raw\frontier_v12_m1_1200s_auto_oracle\interval_21.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,True,callback,True,tailored_bc_certified,1,1,0,0,1,1,0,0,True,
