leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,terminal_ready,coalesced_block_id,coverage_member_ids,c6_native_phase_count,c6_frontier_milestone_reached,c6_children_ready,single_child_contraction_parent,strict_infeasible_half_verified,contracted_infeasible_gamma_L,contracted_infeasible_gamma_U,contraction_source,closure_source,lower_bound_sources
L0,"",0,-1,0,0.50642278922416295,0,0.31730264358211679,replaced,1,1,0,0.31730264358211679,0,0,"","",0,0,0,0,0,,,"","","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L0.0,"L0",1,0,0,0.25321139461208148,0.32082261296162584,0.32082261296162584,replaced,1,1,0,0.32082261296162584,0,0,"","",0,0,0,0,0,,,"","","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.1,"L0",1,1,0.25321139461208148,0.50642278922416295,0.31730264358211679,0.50642278922416295,empty,1,0,1,0,0,0,"","",0,0,0,0,0,,,"","complete_child_lp_infeasible","inherited_parent_lp_bound"
L0.0.0,"L0.0",2,0,0,0.12660569730604074,0.32082261296162584,0.50642278922416295,empty,1,0,1,0,0,0,"","",0,0,0,0,0,,,"","complete_child_lp_infeasible","inherited_parent_lp_bound"
L0.0.1,"L0.0",2,1,0.12660569730604074,0.25321139461208148,0.40070942377460694,0.50634330319701515,closed,1,1,0,0.40070942377460694,1,1,"","",1,0,0,0,0,,,"","native_terminal_mip_optimal","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_child_target_native_bound;native_terminal_mip_bound"
