leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,0.299,0.490128,0,0,0,0.299,0.490128,0,0,0,0
L1,0,30,0.406,0.801655,1,638,0,0.406,0.801655,1,638,0,0
L2,0,30,30.01,53.5994,630,77789,0,30.01,53.5994,630,77789,0,0
L3,0,30,0.446,0.943456,1,1005,0,0.446,0.943456,1,1005,0,0
L2,1,60,60.001,132.063,1459,260447,0,90.011,185.663,2089,338236,0,0
L2.0,0,30,13.744,25.0644,235,34192,0,13.744,25.0644,235,34192,0,0
L2.1,0,30,30.002,55.0627,777,98322,0,30.002,55.0627,777,98322,0,0
L2.1,1,60,31.836,75.0955,1581,232667,0,61.838,130.158,2358,330989,0,0
