file,method,algorithm_preset,status,certified_original_problem,tailored_bc_enabled,tailored_bc_mode,tailored_bc_callback_available,tailored_bc_source_class,tailored_bc_candidate_projection_checks,tailored_bc_candidate_projection_verified,tailored_bc_candidate_projection_rejections,tailored_bc_candidate_projection_unsupported_mismatches,tailored_bc_candidate_route_projection_checks,tailored_bc_candidate_route_projection_verified,tailored_bc_candidate_route_projection_rejections,tailored_bc_candidate_route_projection_unsupported_mismatches,audit_passed,failures
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\callback_smoke_after_patch.json,tailored-bc-callback-smoke-test,custom,diagnostic_passed,False,True,callback,True,diagnostic,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\certificate_basis_test.json,certificate-basis-test,custom,diagnostic_passed,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_high_imbalance_seed3202_cplex_60s.json,cplex,custom,not_certified,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_high_imbalance_seed3202_tailored_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,False,True,callback,True,compact_bc_leaf_diagnostic,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_tight_T_seed3101_cplex_60s.json,cplex,custom,not_certified,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_tight_T_seed3101_tailored_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,False,True,callback,True,compact_bc_leaf_diagnostic,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_v12_m1_cplex_60s.json,cplex,custom,not_certified,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_v12_m1_tailored_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,False,True,callback,True,compact_bc_leaf_diagnostic,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_v12_m1_tailored_60s_auto_oracle\interval_6.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,False,True,callback,True,tailored_bc_certified,1,1,0,0,1,1,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_v12_m2_cplex_60s.json,cplex,custom,not_certified,False,False,off,False,off,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_v12_m2_tailored_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,False,True,callback,True,compact_bc_leaf_diagnostic,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_callback_auto_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,False,True,callback,True,compact_bc_leaf_diagnostic,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_callback_auto_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,False,True,callback,True,compact_bc_leaf_diagnostic,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_callback_off_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,False,True,callback,True,compact_bc_leaf_diagnostic,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_callback_off_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,False,True,callback,True,compact_bc_leaf_diagnostic,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_plain_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,False,True,callback,True,compact_bc_leaf_diagnostic,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_plain_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,False,True,callback,True,compact_bc_leaf_diagnostic,0,0,0,0,0,0,0,0,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_static_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,False,True,callback,True,compact_bc_leaf_diagnostic,0,0,0,0,0,0,0,0,True,
