source,instance_name,method,status,method_scope,solves_original_objective,is_bpc,certified_original_problem,verifier_passed,gap,unresolved_intervals,invalid_bound_intervals,open_nodes,sealed_run,no_archive_scanning,no_external_known_ub,no_focus_only_certificate,sealed_run_forbidden_source_used,finalization_source,audit_passed,failure_count,failures,warnings
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\callback_smoke_after_patch.json,regen_candidate_V12_M1_average.txt,tailored-bc-callback-smoke-test,diagnostic_passed,diagnostic,False,False,False,True,1.0,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\certificate_basis_test.json,regen_candidate_V12_M1_average.txt,certificate-basis-test,diagnostic_passed,diagnostic,False,False,False,True,1.0,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_high_imbalance_seed3202_cplex_60s.json,high_imbalance_seed3202.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.799739550814,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_high_imbalance_seed3202_tailored_60s.json,high_imbalance_seed3202.txt,interval-cutoff-oracle,wrapper_timeout_noncertified,paper_core,False,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_best_checkpoint,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_tight_T_seed3101_cplex_60s.json,tight_T_seed3101.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.988188470907,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_tight_T_seed3101_tailored_60s.json,tight_T_seed3101.txt,interval-cutoff-oracle,wrapper_timeout_noncertified,paper_core,False,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_best_checkpoint,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_v12_m1_cplex_60s.json,regen_candidate_V12_M1_average.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.0424819049905,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_v12_m1_tailored_60s.json,regen_candidate_V12_M1_average.txt,interval-cutoff-oracle,wrapper_timeout_noncertified,paper_core,False,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_best_checkpoint,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_v12_m1_tailored_60s_auto_oracle\interval_6.json,regen_candidate_V12_M1_average.txt,interval-cutoff-oracle,interval_closed,diagnostic,False,False,False,False,0.0,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_v12_m2_cplex_60s.json,regen_candidate_V12_M2_average.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.246669798614,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_v12_m2_tailored_60s.json,regen_candidate_V12_M2_average.txt,interval-cutoff-oracle,wrapper_timeout_noncertified,paper_core,False,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_best_checkpoint,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_callback_auto_300s.json,high_imbalance_seed3201.txt,interval-cutoff-oracle,wrapper_timeout_noncertified,diagnostic_fixed_interval,False,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_callback_auto_60s.json,high_imbalance_seed3201.txt,interval-cutoff-oracle,wrapper_timeout_noncertified,diagnostic_fixed_interval,False,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_callback_off_300s.json,high_imbalance_seed3201.txt,interval-cutoff-oracle,wrapper_timeout_noncertified,diagnostic_fixed_interval,False,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_callback_off_60s.json,high_imbalance_seed3201.txt,interval-cutoff-oracle,wrapper_timeout_noncertified,diagnostic_fixed_interval,False,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
