audit_name,return_code,runtime_seconds,audit_passed,log
audit_bpc_self_test,0,0.076,True,results\gf_tailored_bc_finalization_round\logs\audit_bpc_self_test.log
audit_bpc_certificate,0,0.075,True,results\gf_tailored_bc_finalization_round\logs\audit_bpc_certificate.log
audit_tailored_bc_callback_round,0,0.066,True,results\gf_tailored_bc_finalization_round\logs\audit_tailored_bc_callback_round.log
audit_gf_compact_bc_summary,0,0.068,True,results\gf_tailored_bc_finalization_round\logs\audit_gf_compact_bc_summary.log
audit_thread_fairness,0,0.066,True,results\gf_tailored_bc_finalization_round\logs\audit_thread_fairness.log
audit_objective_convention,0,0.067,True,results\gf_tailored_bc_finalization_round\logs\audit_objective_convention.log
audit_timeprofile_finalization,0,0.066,True,results\gf_tailored_bc_finalization_round\logs\audit_timeprofile_finalization.log
audit_certificate_sources,0,0.052,True,results\gf_tailored_bc_finalization_round\logs\audit_certificate_sources.log
audit_no_instance_special_cases,0,0.134,True,results\gf_tailored_bc_finalization_round\logs\audit_no_instance_special_cases.log
