file,method,algorithm_preset,status,thread_fairness_class,time_budget_seconds,progress_log,compact_bc_enabled_families_effective,compact_bc_diagnostic_force_leaf_solve,compact_bc_low_gini_aggressive_diagnostic,audit_passed,failures
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\callback_smoke_after_patch.json,tailored-bc-callback-smoke-test,custom,diagnostic_passed,unknown_not_paper,10,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\certificate_basis_test.json,certificate-basis-test,custom,diagnostic_passed,unknown_not_paper,10,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_high_imbalance_seed3202_cplex_60s.json,cplex,custom,not_certified,one_thread_fair,60,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_high_imbalance_seed3202_tailored_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\progress_traces\control_high_imbalance_seed3202_tailored_60s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_tight_T_seed3101_cplex_60s.json,cplex,custom,not_certified,one_thread_fair,60,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_tight_T_seed3101_tailored_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\progress_traces\control_tight_T_seed3101_tailored_60s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_v12_m1_cplex_60s.json,cplex,custom,not_certified,one_thread_fair,60,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_v12_m1_tailored_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\progress_traces\control_v12_m1_tailored_60s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_v12_m1_tailored_60s_auto_oracle\interval_6.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,one_thread_fair,60,E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\progress_traces\control_v12_m1_tailored_60s.progress.csv,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_subset_envelope|low_gini_l1_centering|subset_inventory_imbalance|vehicle_transfer_cutset_basic|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_v12_m2_cplex_60s.json,cplex,custom,not_certified,one_thread_fair,60,,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\control_v12_m2_tailored_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\progress_traces\control_v12_m2_tailored_60s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_callback_auto_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,300,E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\progress_traces\high_imbalance_seed3201_hard_callback_auto_300s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_callback_auto_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\progress_traces\high_imbalance_seed3201_hard_callback_auto_60s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_callback_off_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,300,E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\progress_traces\high_imbalance_seed3201_hard_callback_off_300s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_callback_off_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\progress_traces\high_imbalance_seed3201_hard_callback_off_60s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_plain_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,300,E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\progress_traces\high_imbalance_seed3201_hard_plain_300s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_plain_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\progress_traces\high_imbalance_seed3201_hard_plain_60s.progress.csv,,False,False,True,
E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\raw\high_imbalance_seed3201_hard_static_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,300,E:\codes\ExactEBRP\results\gf_tailored_bc_finalization_round\progress_traces\high_imbalance_seed3201_hard_static_300s.progress.csv,,False,False,True,
