call,leaf,round,gamma_L,gamma_U,cutoff,bound,work,seconds,selected,status
0,"L0",0,0,0.97999999999999998,1.5423858798368388,0.17514318460582309,22.359619078777833,15,4,launch
0,"L0",0,0,0.97999999999999998,1.5423858798368388,0.17514318460582309,8.3737884462324654,2.9150387000000002,4,2
1,"L0.0",0,0,0.48999999999999999,1.5423858798368388,0.17514318460582301,4.3039406404478946,15,6,launch
1,"L0.0",0,0,0.48999999999999999,1.5423858798368388,0.17514318460582301,4.3179125511178897,1.2519861000000001,6,16
