leaf,model_sha256,cutoff,signature,support,raw_violation,target
"L0","a658fd055e72b5242bf933cb7df382c94385f2d52fa64307dccdc9c6e0ef8675",1.5423858798368388,de131b4005f4d7113cae8de73a4b251d51a51f2631de984f654ef96f29f548b3,276,41.249595474547021,proof
"L0","a658fd055e72b5242bf933cb7df382c94385f2d52fa64307dccdc9c6e0ef8675",1.5423858798368388,04434be4bf0ff250927ed1de2cc39b7774ef16de6e4df7aeffe6d50ecd7b97a8,51,9.0646057966271769,proof
"L0","a658fd055e72b5242bf933cb7df382c94385f2d52fa64307dccdc9c6e0ef8675",1.5423858798368388,d3f102c7219d5deff5d7084b110735c125438a9a640e93a6c153facc53305c3f,51,4.9120664963563021,proof
"L0","a658fd055e72b5242bf933cb7df382c94385f2d52fa64307dccdc9c6e0ef8675",1.5423858798368388,ac5dea20b112222624055f287af500edb66d3853ec3aa989532bd40e8bd1eab3,100,18.75367330123656,proof
"L0.0","de4911b11fc5ce66081bf3b31bac37e82ceeeaca592f7a61f16aa08624d92556",1.5423858798368388,de131b4005f4d7113cae8de73a4b251d51a51f2631de984f654ef96f29f548b3,276,23.443264090332676,proof
"L0.0","de4911b11fc5ce66081bf3b31bac37e82ceeeaca592f7a61f16aa08624d92556",1.5423858798368388,ac5dea20b112222624055f287af500edb66d3853ec3aa989532bd40e8bd1eab3,100,0.49544712092370524,proof
"L0.0","de4911b11fc5ce66081bf3b31bac37e82ceeeaca592f7a61f16aa08624d92556",1.5423858798368388,0b38d8b9fa163ef1293b88b346bc41a0623ac3f6d40e4ca53ec26950a8a737e6,192,24.581281975619195,proof
"L0.0","de4911b11fc5ce66081bf3b31bac37e82ceeeaca592f7a61f16aa08624d92556",1.5423858798368388,847a831ac52845d905eca1f8abe15980d119424af177e3b75a857ea1c7cde9c3,315,16.169596607565765,proof
"L0.0","de4911b11fc5ce66081bf3b31bac37e82ceeeaca592f7a61f16aa08624d92556",1.5423858798368388,9f0bfeaf98122afa9ac6787cb59184c8f884d7a71a87180dc5f8d830fd49a240,51,6.5356096320022541,proof
"L0.0","de4911b11fc5ce66081bf3b31bac37e82ceeeaca592f7a61f16aa08624d92556",1.5423858798368388,faf6202c3b459a2d1baa6df5ab53ae18365e8a7f8790bb19dae9c0125e2e5b3a,51,4.851253480589409,proof
