row,status,finalization_source,solver_finalization_reached,wrapper_synthesized_final_json,process_return_code,abnormal_exit_detected,abnormal_exit_reason,stop_reason,plateau_reason,certified_original_problem,gap
v4_smoke,optimal,solver_final_json,True,False,0,False,none,optimality_proven,certified,True,0
v12_m2_300s,optimal,solver_final_json,True,False,0,False,none,optimality_proven,certified,True,0
v12_m1_600s,optimal,solver_final_json,True,False,0,False,none,optimality_proven,certified,True,0
high_imbalance_seed3201,gcap_frontier_not_closed,solver_final_json,True,False,0,False,none,time_limit,automatic_interval_oracle_left_open_leaves,False,0.287015734552
high_imbalance_seed3202,optimal,solver_final_json,True,False,0,False,none,optimality_proven,certified,True,0
tight_T_seed3101,optimal,solver_final_json,True,False,0,False,none,optimality_proven,certified,True,0
tight_T_seed3102,gcap_frontier_not_closed,solver_final_json,True,False,0,False,none,time_limit,automatic_interval_oracle_left_open_leaves,False,0.250586342169
moderate_seed3301,gcap_frontier_not_closed,solver_final_json,True,False,0,False,none,time_limit,automatic_interval_oracle_left_open_leaves,False,0.8125
moderate_seed3302,gcap_frontier_not_closed,solver_final_json,True,False,0,False,none,time_limit,automatic_interval_oracle_left_open_leaves,False,1
