row,input,instance_scope,V,M,time_limit_seconds,wall_timeout_seconds,status,objective,lower_bound,upper_bound,gap,runtime_seconds,certified_original_problem,verifier_passed,sealed_run,finalization_source,solver_finalization_reached,wrapper_synthesized_final_json,process_return_code,abnormal_exit_detected,abnormal_exit_reason,last_progress_event,plateau_reason,unresolved_intervals,open_nodes,auto_interval_oracle_called,auto_interval_oracle_total_final_leaves,auto_interval_oracle_leaves_attempted,auto_interval_oracle_leaves_closed,auto_interval_oracle_leaves_timed_out,auto_interval_oracle_leaves_split,auto_interval_oracle_remaining_open_leaves,auto_interval_oracle_coverage_complete,full_ledger_merge_status,bpc_fallback_auto_called,progress_log,ub_event_log,result_json
v4_smoke,testdata/examples/gcap_smoke_V4_M1.txt,smoke,4,1,30,90,optimal,0,0,0,0,0.5580183,True,True,True,solver_final_json,True,False,0,False,none,final_summary,certified,0,0,False,0,0,0,0,0,0,True,already_closed_before_auto_oracle,False,results\sealed_closure_round\raw\v4_smoke.progress.csv,results\sealed_closure_round\raw\v4_smoke.ub_events.csv,results\sealed_closure_round\raw\v4_smoke.json
v12_m2_300s,reference/regen_candidate_V12_M2_average.txt,regenerated_engineering,12,2,300,420,optimal,0.718504070755,0.718504070755,0.718504070755,0,68.4832617,True,True,True,solver_final_json,True,False,0,False,none,final_summary,certified,0,0,False,0,0,0,0,0,0,True,already_closed_before_auto_oracle,False,results\sealed_closure_round\raw\v12_m2_300s.progress.csv,results\sealed_closure_round\raw\v12_m2_300s.ub_events.csv,results\sealed_closure_round\raw\v12_m2_300s.json
v12_m1_600s,reference/regen_candidate_V12_M1_average.txt,regenerated_engineering,12,1,600,780,optimal,0.357200583208,0.357200583208,0.357200583208,0,217.0234226,True,True,True,solver_final_json,True,False,0,False,none,final_summary,certified,0,0,False,0,0,0,0,0,0,True,already_closed_before_auto_oracle,False,results\sealed_closure_round\raw\v12_m1_600s.progress.csv,results\sealed_closure_round\raw\v12_m1_600s.ub_events.csv,results\sealed_closure_round\raw\v12_m1_600s.json
high_imbalance_seed3201,reference/hard_stress/V20_M3/high_imbalance_seed3201.txt,hard_generated_v20_m3,20,3,1200,1500,gcap_frontier_not_closed,2.44340319194,1.74210803,2.44340319194,0.287015734552,645.8826704,False,True,True,solver_final_json,True,False,0,False,none,solver_returned,automatic_interval_oracle_left_open_leaves,2,2,True,2,6,0,6,2,2,False,no_leaves_closed,True,results\sealed_closure_round\raw\high_imbalance_seed3201.progress.csv,results\sealed_closure_round\raw\high_imbalance_seed3201.ub_events.csv,results\sealed_closure_round\raw\high_imbalance_seed3201.json
high_imbalance_seed3202,reference/hard_stress/V20_M3/high_imbalance_seed3202.txt,hard_generated_v20_m3,20,3,1200,1500,optimal,1.74931345205,1.74931345205,1.74931345205,0,208.4397118,True,True,True,solver_final_json,True,False,0,False,none,final_summary,certified,0,0,False,0,0,0,0,0,0,True,already_closed_before_auto_oracle,False,results\sealed_closure_round\raw\high_imbalance_seed3202.progress.csv,results\sealed_closure_round\raw\high_imbalance_seed3202.ub_events.csv,results\sealed_closure_round\raw\high_imbalance_seed3202.json
tight_T_seed3101,reference/hard_stress/V20_M3/tight_T_seed3101.txt,hard_generated_v20_m3,20,3,1200,1500,optimal,0.107252734134,0.107252734134,0.107252734134,0,458.2394555,True,True,True,solver_final_json,True,False,0,False,none,final_summary,certified,0,0,False,0,0,0,0,0,0,True,already_closed_before_auto_oracle,False,results\sealed_closure_round\raw\tight_T_seed3101.progress.csv,results\sealed_closure_round\raw\tight_T_seed3101.ub_events.csv,results\sealed_closure_round\raw\tight_T_seed3101.json
tight_T_seed3102,reference/hard_stress/V20_M3/tight_T_seed3102.txt,hard_generated_v20_m3,20,3,1200,1500,gcap_frontier_not_closed,0.600704436685,0.450176109171,0.600704436685,0.250586342169,649.451877,False,True,True,solver_final_json,True,False,0,False,none,solver_returned,automatic_interval_oracle_left_open_leaves,3,3,True,3,9,0,9,3,3,False,no_leaves_closed,True,results\sealed_closure_round\raw\tight_T_seed3102.progress.csv,results\sealed_closure_round\raw\tight_T_seed3102.ub_events.csv,results\sealed_closure_round\raw\tight_T_seed3102.json
moderate_seed3301,reference/hard_stress/V20_M3/moderate_seed3301.txt,hard_generated_v20_m3,20,3,1800,2100,gcap_frontier_not_closed,0.0491525526647,0.00921610362464,0.0491525526647,0.8125,620.21734,False,True,True,solver_final_json,True,False,0,False,none,solver_returned,automatic_interval_oracle_left_open_leaves,6,6,True,6,10,4,4,2,2,False,partial_merge_remaining_open_leaves,True,results\sealed_closure_round\raw\moderate_seed3301.progress.csv,results\sealed_closure_round\raw\moderate_seed3301.ub_events.csv,results\sealed_closure_round\raw\moderate_seed3301.json
moderate_seed3302,reference/hard_stress/V20_M3/moderate_seed3302.txt,hard_generated_v20_m3,20,3,1200,1500,gcap_frontier_not_closed,0.195636206549,0,0.195636206549,1,316.3044527,False,True,True,solver_final_json,True,False,0,False,none,solver_returned,automatic_interval_oracle_left_open_leaves,4,4,True,4,10,1,9,3,3,False,partial_merge_remaining_open_leaves,True,results\sealed_closure_round\raw\moderate_seed3302.progress.csv,results\sealed_closure_round\raw\moderate_seed3302.ub_events.csv,results\sealed_closure_round\raw\moderate_seed3302.json
