row,interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources,relaxation_portfolio_mode,relaxation_variants_tried,selected_relaxation_variant,selected_variant_reason,probe_time_seconds,variant_bound_improvement,best_variant_bound,variants_skipped_reason
v12_m1_600s,5,0.223250364505,0.267900437406,0.326238104589,0.357200583208,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,37.8072275,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
v12_m1_600s,6,0.223250364505,0.245575400956,0.357200583208,0.357200583208,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,23.2484058,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
v12_m1_600s,7,0.245575400956,0.267900437406,0.34856314104,0.357200583208,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,33.5663972,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
v12_m1_600s,8,0.245575400956,0.256737919181,0.357200583208,0.357200583208,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,10.4545312,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
v12_m1_600s,9,0.256737919181,0.267900437406,0.357200583208,0.357200583208,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,6.4530283,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
high_imbalance_seed3201,0,0,0.2375,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,30.2223147,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation,fixed,,,,0,0,0,
high_imbalance_seed3201,1,0.2375,0.475,1.50460803,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,137.7020826,cheap_projection_bound,gamma_floor|cheap_projection_bound,fixed,,,,0,0,0,
high_imbalance_seed3201,2,0.475,0.7125,1.74210803,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,135.8430021,cheap_projection_bound,gamma_floor|cheap_projection_bound,fixed,,,,0,0,0,
high_imbalance_seed3201,3,0.7125,0.95,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,28.7832048,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation,fixed,,,,0,0,0,
high_imbalance_seed3201,4,0.2375,0.35625,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,29.7532579,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
high_imbalance_seed3201,5,0.35625,0.475,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,34.1163154,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
high_imbalance_seed3201,6,0.475,0.59375,1.74210803,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,135.7724216,adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
high_imbalance_seed3201,7,0.59375,0.7125,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,32.8175397,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
high_imbalance_seed3201,8,0.475,0.534375,1.74210803,2.44340319194,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,60.8484926,adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
high_imbalance_seed3201,9,0.534375,0.59375,1.74210803,2.44340319194,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,0,adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
high_imbalance_seed3202,0,0,0.2375,1.74931345205,1.74931345205,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,19.3534018,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation,fixed,,,,0,0,0,
high_imbalance_seed3202,1,0.2375,0.475,1.74931345205,1.74931345205,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,20.792583,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation,fixed,,,,0,0,0,
high_imbalance_seed3202,2,0.475,0.7125,1.06421478404,1.74931345205,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,90.4877885,cheap_projection_bound,gamma_floor|cheap_projection_bound,fixed,,,,0,0,0,
high_imbalance_seed3202,3,0.7125,0.95,1.74931345205,1.74931345205,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,16.6203559,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation,fixed,,,,0,0,0,
high_imbalance_seed3202,4,0.475,0.59375,1.74931345205,1.74931345205,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,22.4477944,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
high_imbalance_seed3202,5,0.59375,0.7125,1.74931345205,1.74931345205,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,18.7229163,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
tight_T_seed3101,0,0,0.0268131835335,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,11.7627438,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
tight_T_seed3101,1,0.0268131835335,0.053626367067,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,15.3475871,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
tight_T_seed3101,2,0.053626367067,0.0804395506005,0.053626367067,0.107252734134,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,59.6000188,gamma_floor,gamma_floor,fixed,,,,0,0,0,
tight_T_seed3101,3,0.0804395506005,0.107252734134,0.0804395506005,0.107252734134,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,58.4773279,gamma_floor,gamma_floor,fixed,,,,0,0,0,
tight_T_seed3101,4,0.053626367067,0.0670329588337,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.9044714,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
tight_T_seed3101,5,0.0670329588337,0.0804395506005,0.0670329588337,0.107252734134,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,58.8605577,gamma_floor,gamma_floor,fixed,,,,0,0,0,
tight_T_seed3101,6,0.0670329588337,0.0737362547171,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.7339917,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
tight_T_seed3101,7,0.0737362547171,0.0804395506005,0.0737362547171,0.107252734134,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,58.5777107,gamma_floor,gamma_floor,fixed,,,,0,0,0,
tight_T_seed3101,8,0.0737362547171,0.0770879026588,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.6401519,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
tight_T_seed3101,9,0.0770879026588,0.0804395506005,0.0770879026588,0.107252734134,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,58.453915,gamma_floor,gamma_floor,fixed,,,,0,0,0,
tight_T_seed3101,10,0.0770879026588,0.0787637266296,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.5932018,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
tight_T_seed3101,11,0.0787637266296,0.0804395506005,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,29.1874205,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
tight_T_seed3101,12,0.0804395506005,0.0938461423672,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.5775878,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
tight_T_seed3101,13,0.0938461423672,0.107252734134,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.5128684,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
tight_T_seed3102,0,0,0.150176109171,0.31574776659,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,94.074451,cheap_projection_bound,gamma_floor|cheap_projection_bound,fixed,,,,0,0,0,
tight_T_seed3102,1,0.150176109171,0.300352218343,0.450176109171,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,89.2500381,cheap_projection_bound,gamma_floor|cheap_projection_bound,fixed,,,,0,0,0,
tight_T_seed3102,2,0.300352218343,0.450528327514,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,15.9759865,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation,fixed,,,,0,0,0,
tight_T_seed3102,3,0.450528327514,0.600704436685,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,0.0004615,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
tight_T_seed3102,4,0,0.0750880545856,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,18.7847499,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
tight_T_seed3102,5,0.0750880545856,0.150176109171,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,44.5732555,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
tight_T_seed3102,6,0.150176109171,0.225264163757,0.450176109171,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,89.0855575,adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
tight_T_seed3102,7,0.225264163757,0.300352218343,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,18.2243881,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
tight_T_seed3102,8,0.150176109171,0.187720136464,0.450176109171,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,89.134663,adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
tight_T_seed3102,9,0.187720136464,0.225264163757,0.450176109171,0.600704436685,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,88.2011346,adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
tight_T_seed3102,10,0.150176109171,0.168948122818,0.450176109171,0.600704436685,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,82.1267544,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
tight_T_seed3102,11,0.168948122818,0.187720136464,0.450176109171,0.600704436685,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,0,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
moderate_seed3301,0,0,0.0122881381662,0,0.0491525526647,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,59.0869699,gamma_floor,gamma_floor,fixed,,,,0,0,0,
moderate_seed3301,1,0.0122881381662,0.0245762763324,0.0122881381662,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,58.3476056,gamma_floor,gamma_floor,fixed,,,,0,0,0,
moderate_seed3301,2,0.0245762763324,0.0368644144986,0.0245762763324,0.0491525526647,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,57.8470162,gamma_floor,gamma_floor,fixed,,,,0,0,0,
moderate_seed3301,3,0.0368644144986,0.0491525526647,0.049153,0.0491525526647,bound_fathomed,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,57.5382002,interval_exact_cutoff_oracle,gamma_floor|interval_exact_cutoff_oracle,fixed,,,,0,0,0,
moderate_seed3301,4,0,0.00614406908309,0.0491525526647,0.0491525526647,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,10.0369542,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
moderate_seed3301,5,0.00614406908309,0.0122881381662,0.00614406908309,0.0491525526647,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,58.803198,gamma_floor,gamma_floor,fixed,,,,0,0,0,
moderate_seed3301,6,0.00614406908309,0.00921610362464,0.0491525526647,0.0491525526647,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.634012,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
moderate_seed3301,7,0.00921610362464,0.0122881381662,0.00921610362464,0.0491525526647,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,58.429046,gamma_floor,gamma_floor,fixed,,,,0,0,0,
moderate_seed3301,8,0.00921610362464,0.0107521208954,0.00921610362464,0.0491525526647,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,58.3508871,gamma_floor,gamma_floor,fixed,,,,0,0,0,
moderate_seed3301,9,0.0107521208954,0.0122881381662,0.049153,0.0491525526647,bound_fathomed,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,58.2849839,interval_exact_cutoff_oracle,gamma_floor|interval_exact_cutoff_oracle,fixed,,,,0,0,0,
moderate_seed3301,10,0.00921610362464,0.00998411226003,0.049153,0.0491525526647,bound_fathomed,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,58.4951894,interval_exact_cutoff_oracle,gamma_floor|interval_exact_cutoff_oracle,fixed,,,,0,0,0,
moderate_seed3301,11,0.00998411226003,0.0107521208954,0.049153,0.0491525526647,bound_fathomed,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,50.3422444,interval_exact_cutoff_oracle,gamma_floor|interval_exact_cutoff_oracle,fixed,,,,0,0,0,
moderate_seed3302,0,0,0.0489090516373,0,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,63.2447725,gamma_floor,gamma_floor,fixed,,,,0,0,0,
moderate_seed3302,1,0.0489090516373,0.0978181032745,0.0489090516373,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,60.7802525,gamma_floor,gamma_floor,fixed,,,,0,0,0,
moderate_seed3302,2,0.0978181032745,0.146727154912,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.7799167,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
moderate_seed3302,3,0.146727154912,0.195636206549,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,9.6510136,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
moderate_seed3302,4,0,0.0244545258186,0,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,63.0485639,gamma_floor,gamma_floor,fixed,,,,0,0,0,
moderate_seed3302,5,0.0244545258186,0.0489090516373,0.0244545258186,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,61.9453016,gamma_floor,gamma_floor,fixed,,,,0,0,0,
moderate_seed3302,6,0,0.0122272629093,0.195636,0.195636206549,bound_fathomed,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,22.8424839,interval_exact_cutoff_oracle,gamma_floor|interval_exact_cutoff_oracle,fixed,,,,0,0,0,
moderate_seed3302,7,0.0122272629093,0.0244545258186,0.0122272629093,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,0,gamma_floor,gamma_floor,fixed,,,,0,0,0,
