row,input,instance_scope,V,M,time_limit_seconds,wall_timeout_seconds,status,objective,lower_bound,upper_bound,gap,runtime_seconds,certified_original_problem,verifier_passed,sealed_run,finalization_source,solver_finalization_reached,wrapper_synthesized_final_json,process_return_code,abnormal_exit_detected,abnormal_exit_reason,last_progress_event,plateau_reason,unresolved_intervals,open_nodes,auto_interval_oracle_called,auto_interval_oracle_total_final_leaves,auto_interval_oracle_leaves_attempted,auto_interval_oracle_leaves_closed,auto_interval_oracle_leaves_timed_out,auto_interval_oracle_leaves_split,auto_interval_oracle_remaining_open_leaves,auto_interval_oracle_coverage_complete,full_ledger_merge_status,bpc_fallback_auto_called,progress_log,ub_event_log,result_json
high_imbalance_seed3201,reference/hard_stress/V20_M3/high_imbalance_seed3201.txt,hard_generated_v20_m3,20,3,1200,1500,gcap_frontier_not_closed,2.44340319194,1.74210803,2.44340319194,0.287015734552,645.8826704,False,True,True,solver_final_json,True,False,0,False,none,solver_returned,automatic_interval_oracle_left_open_leaves,2,2,True,2,6,0,6,2,2,False,no_leaves_closed,True,results\sealed_closure_round\raw\high_imbalance_seed3201.progress.csv,results\sealed_closure_round\raw\high_imbalance_seed3201.ub_events.csv,results\sealed_closure_round\raw\high_imbalance_seed3201.json
