leaf,model_sha256,cutoff,signature,support,raw_violation,target
"L0","0bdd0cbeec199780ca2bf7ad30938edd9f36f57f31e65f02df8c37ea8f5afa58",0.50642278922416295,f65beb422b48872a30a0dd9ec9e8b138309a138fa9758166ae3d12deb1f551bf,3,7.7583186363589505,proof
"L0","0bdd0cbeec199780ca2bf7ad30938edd9f36f57f31e65f02df8c37ea8f5afa58",0.50642278922416295,c8fe52b79edeb0f1372d8f64b5b0be117d98e1201db21aa369c207908c8b1fed,3,10.999999999999758,proof
"L0","0bdd0cbeec199780ca2bf7ad30938edd9f36f57f31e65f02df8c37ea8f5afa58",0.50642278922416295,d8220c5b1736e31a2bdcea7ea9d9a8bf0156a0911f9d63920c400dea8d8e85d1,3,9.2776767517683467,proof
"L0.0","e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5",0.50642278922416295,c8fe52b79edeb0f1372d8f64b5b0be117d98e1201db21aa369c207908c8b1fed,3,3.1989643453362668,proof
"L0.0","e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5",0.50642278922416295,d8220c5b1736e31a2bdcea7ea9d9a8bf0156a0911f9d63920c400dea8d8e85d1,3,2.7474984352929401,proof
"L0.0","e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5",0.50642278922416295,a0736abdcae88f214358845ff07b6f119272908e9540b31b07193c7f9813e1ea,3,7.8010356546632504,proof
"L0.0","e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5",0.50642278922416295,be16dbbd57eb8d5621a0429809be9c0c4a89a95d08af05b821bd560feafe240b,3,6.5440821475796742,proof
"L0.0","e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5",0.50642278922416295,9c18cdbcc148aabe5d2c8317eb07c21749d912059786cb126ecd31a2b4876bd3,3,10.135035642604258,proof
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,c8fe52b79edeb0f1372d8f64b5b0be117d98e1201db21aa369c207908c8b1fed,3,7.2403604231227723,proof
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,d8220c5b1736e31a2bdcea7ea9d9a8bf0156a0911f9d63920c400dea8d8e85d1,3,9.9999999999997691,proof
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,a0736abdcae88f214358845ff07b6f119272908e9540b31b07193c7f9813e1ea,3,0.65532916567314059,proof
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,be16dbbd57eb8d5621a0429809be9c0c4a89a95d08af05b821bd560feafe240b,3,5.3095976436233148,proof
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,9c18cdbcc148aabe5d2c8317eb07c21749d912059786cb126ecd31a2b4876bd3,3,0.21662493911215258,proof
"L0.1","356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d",0.50642278922416295,98d14a5dfa75de23817037cb2dbcc441d9b48b4002b5af2161b046fbaa0ee7bc,3,10.783375060887357,proof
