call,leaf,round,gamma_L,gamma_U,cutoff,bound,work,seconds,selected,status
0,"L0",0,0,0.50642278922416295,0.50642278922416295,0.093948255393593263,29.921467433813408,15,3,launch
0,"L0",0,0,0.50642278922416295,0.50642278922416295,0.093948255393593263,0.083830898732304163,0.035188299999999999,3,2
1,"L0.0",0,0,0.25321139461208148,0.50642278922416295,0.093948255393593263,29.696928736294804,15,5,launch
1,"L0.0",0,0,0.25321139461208148,0.50642278922416295,0.093948255393593263,0.1228421660156794,0.0479254,5,2
2,"L0.1",0,0.25321139461208148,0.50642278922416295,0.50642278922416295,0.32496933294190894,29.416340677942465,15,6,launch
2,"L0.1",0,0.25321139461208148,0.50642278922416295,0.50642278922416295,0.32496933294190883,0.13883970964492243,0.061250499999999999,6,2
