query,vehicle,model_reused,work_limit,time_limit,columns,rows
0,0,0,29.922132390780977,14.999773299999999,288,480
1,1,0,29.921817343848542,14.999774,288,480
2,2,0,29.921642363930975,14.9997861,288,480
3,0,1,29.69723654206102,14.9998585,288,480
4,1,1,29.697124958300211,14.9998205,288,480
5,2,1,29.696995416809671,14.999894599999999,288,480
6,0,1,29.416541080831657,14.999894400000001,288,480
7,1,1,29.416474271427603,14.999758699999999,288,480
8,2,1,29.41640737015733,14.999823299999999,288,480
