leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,status,base_lb,final_lb,cutoff,attempts,parent_replaced,closure_source
L0,,0,-1,0,0.493696053862549,open,0,0.26070473243072656,0.493696053862549,1,0,
