elapsed_seconds,event,leaf_id,gamma_L,gamma_U,attempt,native_status,native_bound,native_bound_available,incumbent,incumbent_available,global_lb,verified_ub,open_leaf_count,failure_reason
3.2313824000000002,attempt,L0,0,0.493696053862549,0,time limit exceeded,0.26070473243072656,1,0,0,0.26070473243072656,0.493696053862549,1,none
