file,method,algorithm_preset,status,thread_fairness_class,time_budget_seconds,progress_log,compact_bc_enabled_families_effective,compact_bc_diagnostic_force_leaf_solve,compact_bc_low_gini_aggressive_diagnostic,audit_passed,failures
results\gf_tailored_bc_optimization_round\raw\current_tailored_bc_callback_smoke_test.json,tailored-bc-callback-smoke-test,custom,diagnostic_passed,unknown_not_paper,5,,,False,False,True,
results\gf_tailored_bc_optimization_round\raw\current_tailored_bc_cut_validity_test.json,tailored-bc-cut-validity-test,custom,diagnostic_passed,unknown_not_paper,5,,,False,False,True,
results\gf_tailored_bc_optimization_round\raw\current_transfer_cutset_validity_test.json,transfer-cutset-validity-test,custom,diagnostic_passed,unknown_not_paper,1000,,,False,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_generated_diag_v12_m2_tight_cutoff_callback_auto_gini_branch_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,native_exit_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_generated_diag_v12_m2_tight_cutoff_callback_no_gini_branch_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_generated_diag_v12_m2_tight_cutoff_callback_selector_gini_branch_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,native_exit_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_generated_diag_v12_m2_tight_cutoff_plain_fixed_interval_mip_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_generated_diag_v12_m2_tight_cutoff_static_tailored_safe_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_high_imbalance_seed3201_hard_callback_auto_gini_branch_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_high_imbalance_seed3201_hard_callback_no_gini_branch_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_high_imbalance_seed3201_hard_callback_selector_gini_branch_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_high_imbalance_seed3201_hard_plain_fixed_interval_mip_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_high_imbalance_seed3201_hard_static_tailored_safe_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_1_callback_auto_gini_branch_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_1_callback_no_gini_branch_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_1_callback_selector_gini_branch_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_1_plain_fixed_interval_mip_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_1_static_tailored_safe_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_2_callback_auto_gini_branch_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_2_callback_no_gini_branch_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_2_callback_selector_gini_branch_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_2_plain_fixed_interval_mip_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_2_static_tailored_safe_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_tight_T_seed3102_hard_callback_auto_gini_branch_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_tight_T_seed3102_hard_callback_no_gini_branch_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_tight_T_seed3102_hard_callback_selector_gini_branch_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_tight_T_seed3102_hard_plain_fixed_interval_mip_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
results\gf_tailored_bc_optimization_round\raw\opt_tight_T_seed3102_hard_static_tailored_safe_60s.json,interval-cutoff-oracle,paper-gf-tailored-bc,wrapper_timeout_noncertified,one_thread_fair,60,,,True,False,True,
