file,method,instance_name,finalization_source,lower_bound,best_valid_lb_seen,gap,best_valid_gap_seen,audit_passed,failures
results\gf_tailored_bc_optimization_round\raw\baseline_diag_v12_m1_low_gini_plain_cplex_300s.json,cplex,diag_V12_M1_low_gini_hard_seed7101.txt,solver_final_json,0.0280241198263,0.0280241198263,0.0,0.0,True,
results\gf_tailored_bc_optimization_round\raw\baseline_diag_v12_m1_low_gini_tailored_300s.json,gcap-frontier,,wrapper_error_json,0.0,0.0,1.0,1.0,True,
results\gf_tailored_bc_optimization_round\raw\baseline_smoke_v4_m1_plain_cplex_60s.json,cplex,gcap_smoke_V4_M1.txt,solver_final_json,0.0,0.0,0.0,0.0,True,
results\gf_tailored_bc_optimization_round\raw\baseline_smoke_v4_m1_tailored_60s.json,gcap-frontier,gcap_smoke_V4_M1.txt,solver_final_json,0.0,0.0,0.0,0.0,True,
results\gf_tailored_bc_optimization_round\raw\baseline_v12_m1_avg_plain_cplex_300s.json,cplex,regen_candidate_V12_M1_average.txt,solver_final_json,0.357200583208,0.357200583208,0.0,0.0,True,
results\gf_tailored_bc_optimization_round\raw\baseline_v12_m1_avg_tailored_300s.json,gcap-frontier,regen_candidate_V12_M1_average.txt,solver_final_noncertified_pre_auto_oracle,0.34856314104,0.34856314104,0.0241809296353,0.0241809296353,True,
results\gf_tailored_bc_optimization_round\raw\baseline_v12_m2_avg_plain_cplex_300s.json,cplex,regen_candidate_V12_M2_average.txt,solver_final_json,0.62337314027,0.62337314027,0.133078478311,0.133078478311,True,
results\gf_tailored_bc_optimization_round\raw\baseline_v12_m2_avg_tailored_300s.json,gcap-frontier,regen_candidate_V12_M2_average.txt,solver_final_json,0.718504070755,0.718504070755,0.0,0.0,True,
results\gf_tailored_bc_optimization_round\raw\control_high_imbalance_seed3202_tailored_1200s.json,gcap-frontier,high_imbalance_seed3202.txt,solver_final_json,1.74931345205,1.74931345205,0.0,0.0,True,
results\gf_tailored_bc_optimization_round\raw\control_tight_T_seed3101_tailored_300s.json,gcap-frontier,tight_T_seed3101.txt,solver_final_json,0.107252734134,0.107252734134,0.0,0.0,True,
results\gf_tailored_bc_optimization_round\raw\control_v12_m2_tailored_300s.json,gcap-frontier,,wrapper_error_json,0.0,0.0,1.0,1.0,True,
results\gf_tailored_bc_optimization_round\raw\control_v12_m2_tailored_300s_rerun.json,gcap-frontier,regen_candidate_V12_M2_average.txt,solver_final_json,0.718504070755,0.718504070755,0.0,0.0,True,
