source,instance_name,method,status,method_scope,solves_original_objective,is_bpc,certified_original_problem,verifier_passed,gap,unresolved_intervals,invalid_bound_intervals,open_nodes,sealed_run,no_archive_scanning,no_external_known_ub,no_focus_only_certificate,sealed_run_forbidden_source_used,finalization_source,audit_passed,failure_count,failures,warnings
results\gf_tailored_bc_optimization_round\raw\current_option_consistency_test.json,gcap_smoke_V4_M1.txt,option-consistency-test,diagnostic_complete,diagnostic,False,False,False,True,1.0,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\current_s_bucket_coverage_test.json,gcap_smoke_V4_M1.txt,s-bucket-coverage-test,diagnostic_passed,diagnostic,False,False,False,True,1.0,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\current_tailored_bc_branch_callback_smoke_test.json,gcap_smoke_V4_M1.txt,tailored-bc-branch-callback-smoke-test,diagnostic_passed,diagnostic,False,False,False,True,1.0,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\current_tailored_bc_callback_smoke_test.json,gcap_smoke_V4_M1.txt,tailored-bc-callback-smoke-test,diagnostic_passed,diagnostic,False,False,False,True,1.0,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\current_tailored_bc_cut_validity_test.json,regen_candidate_V12_M1_average.txt,tailored-bc-cut-validity-test,diagnostic_passed,diagnostic,False,False,False,True,1.0,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\current_transfer_cutset_validity_test.json,gcap_smoke_V4_M1.txt,transfer-cutset-validity-test,diagnostic_passed,diagnostic,False,False,False,True,1.0,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_generated_diag_v12_m2_tight_cutoff_callback_auto_gini_branch_60s.json,,interval-cutoff-oracle,native_exit_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_generated_diag_v12_m2_tight_cutoff_callback_no_gini_branch_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_generated_diag_v12_m2_tight_cutoff_callback_selector_gini_branch_60s.json,,interval-cutoff-oracle,native_exit_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_generated_diag_v12_m2_tight_cutoff_plain_fixed_interval_mip_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_generated_diag_v12_m2_tight_cutoff_static_tailored_safe_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_high_imbalance_seed3201_hard_callback_auto_gini_branch_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_high_imbalance_seed3201_hard_callback_no_gini_branch_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_high_imbalance_seed3201_hard_callback_selector_gini_branch_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_high_imbalance_seed3201_hard_plain_fixed_interval_mip_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_high_imbalance_seed3201_hard_static_tailored_safe_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_1_callback_auto_gini_branch_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_1_callback_no_gini_branch_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_1_callback_selector_gini_branch_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_1_plain_fixed_interval_mip_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_1_static_tailored_safe_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_2_callback_auto_gini_branch_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_2_callback_no_gini_branch_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_2_callback_selector_gini_branch_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_2_plain_fixed_interval_mip_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_moderate_low_gini_2_static_tailored_safe_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_tight_T_seed3102_hard_callback_auto_gini_branch_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_tight_T_seed3102_hard_callback_no_gini_branch_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_tight_T_seed3102_hard_callback_selector_gini_branch_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_tight_T_seed3102_hard_plain_fixed_interval_mip_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
results\gf_tailored_bc_optimization_round\raw\opt_tight_T_seed3102_hard_static_tailored_safe_60s.json,,interval-cutoff-oracle,wrapper_timeout_noncertified,,True,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
