row_name,instance,budget,status,certified_original_problem,LB,UB,gap,runtime_seconds,wall_time_seconds,thread_fairness_class,source_class,json_path,returncode,wrapper_timeout,selected_for_control,duplicate_row_resolution_reason
control_v12_m2_tailored_300s_rerun,reference\regen_candidate_V12_M2_average.txt,300,optimal,true,0.718504070755,0.718504070755,0,289.5821364,289.5821364,one_thread_fair,relaxation_only,results\gf_tailored_bc_optimization_round\raw\control_v12_m2_tailored_300s_rerun.json,0,False,true,rerun certified after transient native exit in first attempt
control_tight_T_seed3101_tailored_300s,reference\hard_stress\V20_M3\tight_T_seed3101.txt,300,optimal,True,0.107252734134,0.107252734134,0,76.2068528,76.246,one_thread_fair,relaxation_only,results\gf_tailored_bc_optimization_round\raw\control_tight_T_seed3101_tailored_300s.json,0,False,,
control_high_imbalance_seed3202_tailored_1200s,reference\hard_stress\V20_M3\high_imbalance_seed3202.txt,1200,optimal,True,1.74931345205,1.74931345205,0,293.3167605,293.36,one_thread_fair,relaxation_only,results\gf_tailored_bc_optimization_round\raw\control_high_imbalance_seed3202_tailored_1200s.json,0,False,,
