vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,3,17,7,0,0,7,906.582028932984,420.0,17
0,2,3,17,20,7,0,7,14,309.75007663437617,420.0,15
0,3,17,20,18,0,4,14,10,352.82744045278855,240.0,13
0,4,20,18,16,0,10,10,0,701.1160280538844,600.0,31
0,5,18,16,7,6,0,0,6,491.36890036678733,360.0,13
0,6,16,7,19,6,0,6,12,734.8777742291519,360.0,14
0,7,7,19,5,5,0,12,17,216.35120190179092,300.0,12
0,8,19,5,15,0,9,17,8,284.38468711056095,540.0,28
0,9,5,15,8,6,0,8,14,464.3975933235265,360.0,16
0,10,15,8,2,0,3,14,11,621.7560337223744,180.0,11
0,11,8,2,13,0,8,11,3,404.3433312179838,480.0,28
0,12,2,13,0,0,3,3,0,272.5149868523902,180.0,13
1,1,0,6,9,10,0,0,10,599.5318441543144,600.0,27
1,2,6,9,1,0,4,10,6,667.5407411063321,240.0,13
1,3,9,1,11,0,5,6,1,972.1619047051555,300.0,17
1,4,1,11,4,6,0,1,7,924.5802680334855,360.0,15
1,5,11,4,12,7,0,7,14,1083.7417595539475,420.0,16
1,6,4,12,14,0,14,14,0,577.2284584441331,840.0,35
1,7,12,14,10,5,0,0,5,759.9010091164713,300.0,13
1,8,14,10,0,0,5,5,0,404.78569301287445,300.0,13
