station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,12,17,17
2,20,28,28
3,24,17,17
4,23,16,16
5,19,28,28
6,37,27,27
7,20,14,14
8,8,11,11
9,9,13,13
10,8,13,13
11,21,15,15
12,21,35,35
13,10,13,13
14,18,13,13
15,22,16,16
16,19,13,13
17,22,15,15
18,21,31,31
19,17,12,12
20,9,13,13
