interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources,relaxation_portfolio_mode,relaxation_variants_tried,selected_relaxation_variant,selected_variant_reason,probe_time_seconds,variant_bound_improvement,best_variant_bound,variants_skipped_reason
0,0,0.200234812228,0.31574776659,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,94.4636092,cheap_projection_bound,gamma_floor|cheap_projection_bound,fixed,,,,0,0,0,
1,0.200234812228,0.400469624457,0.500234812228,0.600704436685,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,87.7801977,cheap_projection_bound,gamma_floor|cheap_projection_bound,fixed,,,,0,0,0,
2,0.400469624457,0.600704436685,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,0.0002329,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
3,0,0.100117406114,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,18.7470446,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
4,0.100117406114,0.200234812228,0.31574776659,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,90.9693433,adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
5,0.100117406114,0.150176109171,0.31574776659,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,91.0431865,adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
6,0.150176109171,0.200234812228,0.31574776659,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,89.2531564,adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
7,0.100117406114,0.125146757643,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,18.7779027,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
8,0.125146757643,0.150176109171,0.31574776659,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,90.2896323,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
9,0.150176109171,0.1752054607,0.31574776659,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,89.6718859,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
10,0.1752054607,0.200234812228,0.31574776659,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,88.952374,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
11,0.125146757643,0.137661433407,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,19.5813079,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
12,0.137661433407,0.150176109171,0.31574776659,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,90.2009347,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
13,0.150176109171,0.162690784936,0.31574776659,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,180.0011168,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
14,0.162690784936,0.1752054607,0.462690784936,0.600704436685,unresolved,open_bpc_nodes,unresolved,false,false,true,1,1,4602,0,1,2031.664954,8.1603189,89.4446919,branch_price_tree,gamma_floor|adaptive_split_inherited_parent_lb|branch_price_tree,fixed,,,,0,0,0,
15,0.1752054607,0.187720136464,0.31574776659,0.600704436685,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,88.865955,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
16,0.187720136464,0.200234812228,0.31574776659,0.600704436685,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,88.4784195,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
17,0.137661433407,0.143918771289,0.31574776659,0.600704436685,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,90.0696533,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
18,0.143918771289,0.150176109171,0.31574776659,0.600704436685,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,89.9156299,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
19,0.150176109171,0.156433447053,0.31574776659,0.600704436685,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,89.9087803,focused_split_inherited_parent_lb,gamma_floor|focused_split_inherited_parent_lb,fixed,,,,0,0,0,
20,0.156433447053,0.162690784936,0.600704436685,0.600704436685,bound_fathomed,focused_child_inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,1,0,0,0,0,0,43.4894059,focused_child_inventory_route_gini_relaxation,gamma_floor|focused_split_inherited_parent_lb|focused_child_inventory_route_gini_relaxation,fixed,,,,0,0,0,
