interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources,relaxation_portfolio_mode,relaxation_variants_tried,selected_relaxation_variant,selected_variant_reason,probe_time_seconds,variant_bound_improvement,best_variant_bound,variants_skipped_reason
0,0,0.316666666667,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,30.3027105,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation,fixed,,,,0,0,0,
1,0.316666666667,0.633333333333,1.58377469667,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,137.2284283,cheap_projection_bound,gamma_floor|cheap_projection_bound,fixed,,,,0,0,0,
2,0.633333333333,0.95,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,30.0458848,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation,fixed,,,,0,0,0,
3,0.316666666667,0.475,1.58377469667,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,137.1582658,adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
4,0.475,0.633333333333,1.58377469667,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,135.4653956,adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
5,0.316666666667,0.395833333333,2.44340319194,2.44340319194,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,29.3362746,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,
6,0.395833333333,0.475,1.58377469667,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,135.91847,adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
7,0.475,0.554166666667,1.58377469667,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,135.5035722,adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
8,0.554166666667,0.633333333333,1.58377469667,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,134.4663723,adaptive_split_inherited_adaptive_split_inherited_parent_lb,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
9,0.395833333333,0.435416666667,1.58377469667,2.44340319194,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,136.2510817,adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound,gamma_floor|adaptive_split_inherited_parent_lb,fixed,,,,0,0,0,
