interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources,relaxation_portfolio_mode,relaxation_variants_tried,selected_relaxation_variant,selected_variant_reason,probe_time_seconds,variant_bound_improvement,best_variant_bound,variants_skipped_reason
0,0,0.0652120688497,0,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,63.3706747,gamma_floor,gamma_floor,fixed,,,,0,0,0,
1,0.0652120688497,0.130424137699,0.0652120688497,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,60.1590226,gamma_floor,gamma_floor,fixed,,,,0,0,0,
2,0.130424137699,0.195636206549,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,9.8577631,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
3,0,0.0326060344248,0,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,62.8442208,gamma_floor,gamma_floor,fixed,,,,0,0,0,
4,0.0326060344248,0.0652120688497,0.0326060344248,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,61.3254058,gamma_floor,gamma_floor,fixed,,,,0,0,0,
5,0,0.0163030172124,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.0708765,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
6,0.0163030172124,0.0326060344248,0.0163030172124,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,62.0235103,gamma_floor,gamma_floor,fixed,,,,0,0,0,
7,0.0163030172124,0.0244545258186,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.3294154,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
8,0.0244545258186,0.0326060344248,0.0244545258186,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,61.6686779,gamma_floor,gamma_floor,fixed,,,,0,0,0,
9,0.0244545258186,0.0285302801217,0.0244545258186,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,61.564531,gamma_floor,gamma_floor,fixed,,,,0,0,0,
