decision_sequence,K0,tau,interval_id,parent_id,depth,gamma_L,gamma_U,B_p,B_L,B_R,U,proof_gap,g_L_raw,g_R_raw,g_L,g_R,eta,mu,S_AM,adaptive_rho_I,score_tolerance,selected_action,native_target,deterministic_reason,coverage_update
2,1,0.080000000000000002,"L0.0","L0",1,0,0.41854573377735099,0.60401011725578979,0.63581657746806197,0.66492131905335006,0.83709146755470198,0.23308135029891219,0.13646076861783404,0.26133022534598105,0.13646076861783404,0.26133022534598105,0.13646076861783404,0.19889549698190756,0.027141432392777196,0.40222127305012423,4.2903476201720503e-07,"native-target",0.63581657746806197,"adaptive_mass_score_below_tau_native_target","parent_coverage_retained"
3,1,0.080000000000000002,"L0.0","L0",1,0,0.41854573377735099,0.65220613880427303,0.63581657746806197,0.66492131905335006,0.83709146755470198,0.18488532875042896,-0.088647170908486866,0.068773332827510941,0,0.068773332827510941,0,0.034386666413755471,0,1,5.4087580658536847e-07,"exact-close",,"adaptive_mass_no_strict_child_improvement","parent_coverage_retained"
