leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,0.476602,0,0,0,0,0,0,0,0,0,0
L1,0,30,0.49871,0,0,0,0,0,0,0,0,0,0
L2,0,30,30.11,0,1500,0,0,0,0,0,0,0,0
L3,0,30,0.690291,0,0,0,0,0,0,0,0,0,0
L2,1,60,60.1485,0,2430,0,0,0,0,0,0,0,0
L2.0,0,30,4.38021,0,117,0,0,0,0,0,0,0,0
L2.1,0,30,30.2979,0,2160,0,0,0,0,0,0,0,0
L2.1,1,30.1242,30.3319,0,2164,0,0,0,0,0,0,0,0
