leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,closure_source,lower_bound_sources
L0,"",0,-1,0,0.17962601768874273,0,0.71850407075497091,empty,1,0,1,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L1,"",0,-1,0.17962601768874273,0.35925203537748546,0.17962601768874273,0.71850407075497091,empty,1,0,1,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L2,"",0,-1,0.35925203537748546,0.53887805306622816,0.35925203537748546,0.58956333674838779,replaced,1,1,0,0.58956333674838779,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L3,"",0,-1,0.53887805306622816,0.71850407075497091,0.53887805306622816,0.71850407075497091,empty,1,0,1,0,0,"complete_parent_lp_infeasible","objective_nonnegative_penalty_G_floor"
L2.0,"L2",1,0,0.35925203537748546,0.44906504422185678,0.59521651627960104,0.59521651627960104,replaced,1,1,0,0.59521651627960104,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.1,"L2",1,1,0.44906504422185678,0.53887805306622816,0.65720345116560386,0.65720345116560386,open,1,1,0,0.65720345116560386,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.0,"L2.0",2,0,0.35925203537748546,0.40415853979967109,0.59521651627960104,0.71850407075497091,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L2.0.1,"L2.0",2,1,0.40415853979967109,0.44906504422185678,0.62598346543560446,0.62598346543560446,replaced,1,1,0,0.62598346543560446,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.1.0,"L2.0.1",3,0,0.40415853979967109,0.42661179201076393,0.63382281055275735,0.63382281055275735,replaced,1,1,0,0.63382281055275735,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.1.1,"L2.0.1",3,1,0.42661179201076393,0.44906504422185678,0.64191703742822726,0.64191703742822726,replaced,1,1,0,0.64191703742822726,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.1.0.0,"L2.0.1.0",4,0,0.40415853979967109,0.41538516590521751,0.64066258845288426,0.64066258845288426,replaced,1,1,0,0.64066258845288426,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.1.0.1,"L2.0.1.0",4,1,0.41538516590521751,0.42661179201076393,0.64125221213751948,0.64125221213751948,replaced,1,1,0,0.64125221213751948,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.1.0.0.0,"L2.0.1.0.0",5,0,0.40415853979967109,0.40977185285244433,0.64066258845288426,0.71850407075497091,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L2.0.1.0.0.1,"L2.0.1.0.0",5,1,0.40977185285244433,0.41538516590521751,0.64437119090041706,0.64437119090041706,replaced,1,1,0,0.64437119090041706,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.1.0.1.0,"L2.0.1.0.1",5,0,0.41538516590521751,0.4209984789579907,0.64462785072376405,0.64462785072376405,replaced,1,1,0,0.64462785072376405,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.1.0.1.1,"L2.0.1.0.1",5,1,0.4209984789579907,0.42661179201076393,0.64496380683157462,0.64496380683157462,replaced,1,1,0,0.64496380683157462,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.1.1.0,"L2.0.1.1",4,0,0.42661179201076393,0.43783841811631036,0.64354252678624313,0.64354252678624313,replaced,1,1,0,0.64354252678624313,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L2.0.1.1.1,"L2.0.1.1",4,1,0.43783841811631036,0.44906504422185678,0.65004542008588062,0.65281580244881365,open,1,1,0,0.65004542008588062,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_partial_native_mip_bound"
L2.0.1.1.0.0,"L2.0.1.1.0",5,0,0.42661179201076393,0.43222510506353717,0.64585288129205443,0.64585288129205443,replaced,1,1,0,0.64585288129205443,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
