vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,9,11,3,0,0,3,135.9213282781096,180.0,10
0,2,9,11,17,4,0,3,7,166.02906913485992,240.0,10
0,3,11,17,19,4,0,7,11,308.5164732137675,240.0,11
0,4,17,19,12,0,3,11,8,182.12861341371297,180.0,10
0,5,19,12,20,0,5,8,3,268.787116239612,300.0,14
0,6,12,20,16,0,3,3,0,209.40239087023852,180.0,10
0,7,20,16,15,3,0,0,3,264.878123880391,180.0,12
0,8,16,15,0,0,3,3,0,101.6469069363056,180.0,8
1,1,0,8,14,3,0,0,3,306.94716985118197,180.0,12
1,2,8,14,10,4,0,3,7,239.0112850006334,240.0,12
1,3,14,10,6,5,0,7,12,142.4703374912735,300.0,15
1,4,10,6,5,3,0,12,15,184.97262138422664,180.0,13
1,5,6,5,4,0,4,15,11,119.28621178555596,240.0,12
1,6,5,4,13,0,4,11,7,206.14483112597475,240.0,11
1,7,4,13,7,0,3,7,4,370.24935054132374,180.0,8
1,8,13,7,0,0,4,4,0,164.28378223215384,240.0,11
