decision_sequence,K0,tau,interval_id,parent_id,depth,gamma_L,gamma_U,B_p,B_L,B_R,U,proof_gap,g_L_raw,g_R_raw,g_L,g_R,eta,mu,S_AM,adaptive_rho_I,score_tolerance,selected_action,native_target,deterministic_reason,coverage_update
1,1,0.080000000000000002,"L0","",0,0,0.049468682614419446,0.020977495607439202,0.024872307366954453,0.037649503710854168,0.049468682614419446,0.028491187006980244,0.13670233390279721,0.58516368936578111,0.13670233390279721,0.58516368936578111,0.13670233390279721,0.36093301163428915,0.049340385072972781,0.22164777790139906,3.5098572824622012e-06,"native-target",0.024872307366954453,"adaptive_mass_score_below_tau_native_target","parent_coverage_retained"
2,1,0.080000000000000002,"L0","",0,0,0.049468682614419446,0.031854631663934582,0.024872307366954453,0.037649503710854168,0.049468682614419446,0.017614050950484864,-0.39640650050395854,0.32899144343397452,0,0.32899144343397452,0,0.16449572171698726,0,0.48633483694876245,5.6772857309353162e-06,"exact-close",,"adaptive_mass_no_strict_child_improvement","parent_coverage_retained"
