file,method,algorithm_preset,status,cplex_threads,mip_threads,compact_bc_solver_threads,solver_thread_policy,thread_fairness_class,audit_passed,failures
results\gf_compact_bc_strengthening_round2\raw\cplex_high_imbalance_seed3201_300s.json,cplex,custom,not_certified,1,0,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_strengthening_round2\raw\cplex_high_imbalance_seed3202_300s.json,cplex,custom,not_certified,1,0,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_strengthening_round2\raw\cplex_moderate_seed3301_300s.json,cplex,custom,not_certified,1,0,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_strengthening_round2\raw\cplex_moderate_seed3302_300s.json,cplex,custom,not_certified,1,0,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_strengthening_round2\raw\cplex_tight_T_seed3101_300s.json,cplex,custom,not_certified,1,0,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_strengthening_round2\raw\cplex_tight_T_seed3102_300s.json,cplex,custom,not_certified,1,0,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_strengthening_round2\raw\cplex_V100_M5_moderate_60s.json,cplex,custom,not_certified,1,0,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_strengthening_round2\raw\cplex_v12_m1_300s.json,cplex,custom,optimal,1,0,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_strengthening_round2\raw\cplex_v12_m2_300s.json,cplex,custom,not_certified,1,0,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_strengthening_round2\raw\cplex_v12_m2_30s.json,cplex,custom,not_certified,1,0,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_strengthening_round2\raw\cplex_V50_M3_high_imbalance_300s.json,cplex,custom,not_certified,1,0,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_compact_bc_strengthening_round2\raw\cplex_V50_M3_moderate_300s.json,cplex,custom,not_certified,1,0,0,plain_cplex_single_thread,one_thread_fair,True,
