instance_name,exact_file,exact_status,exact_certified,exact_lb,exact_ub,exact_gap,exact_threads,cplex_file,cplex_status,cplex_lb,cplex_ub,cplex_gap,cplex_threads,thread_fairness_class
high_imbalance_seed3201.txt,results\gf_compact_bc_strengthening_round2\raw\high_imbalance_seed3201_300s_dynamic.json,gcap_frontier_not_closed,False,2.315507,2.44340319194,0.052343466017,1,results\gf_compact_bc_strengthening_round2\raw\cplex_high_imbalance_seed3201_300s.json,not_certified,1.9752057901,2.4857755707,0.205396571847,1,one_thread_fair
high_imbalance_seed3202.txt,results\gf_compact_bc_strengthening_round2\raw\high_imbalance_seed3202_1200s_dynamic.json,optimal,True,1.74931345205,1.74931345205,0,1,results\gf_compact_bc_strengthening_round2\raw\cplex_high_imbalance_seed3202_300s.json,not_certified,1.065564977,2.84302481605,0.625200254678,1,one_thread_fair
moderate_seed3301.txt,results\gf_compact_bc_strengthening_round2\raw\moderate_seed3301_300s_dynamic.json,gcap_frontier_not_closed,False,0.04648,0.0491525526647,0.0543726117944,1,results\gf_compact_bc_strengthening_round2\raw\cplex_moderate_seed3301_300s.json,not_certified,0.037855763566,0.0708971719272,0.466046916443,1,one_thread_fair
moderate_seed3302.txt,results\gf_compact_bc_strengthening_round2\raw\moderate_seed3302_300s_dynamic.json,gcap_frontier_not_closed,False,0.13884,0.195636206549,0.290315415285,1,results\gf_compact_bc_strengthening_round2\raw\cplex_moderate_seed3302_300s.json,not_certified,0.11447611398,0.240322552078,0.523656381849,1,one_thread_fair
tight_T_seed3101.txt,results\gf_compact_bc_strengthening_round2\raw\tight_T_seed3101_300s_dynamic.json,optimal,True,0.107252734134,0.107252734134,0,1,results\gf_compact_bc_strengthening_round2\raw\cplex_tight_T_seed3101_300s.json,not_certified,0.015858939732,0.164288019982,0.903468678156,1,one_thread_fair
tight_T_seed3102.txt,results\gf_compact_bc_strengthening_round2\raw\tight_T_seed3102_300s_dynamic.json,gcap_frontier_not_closed,False,0.522097,0.600704436685,0.130858758292,1,results\gf_compact_bc_strengthening_round2\raw\cplex_tight_T_seed3102_300s.json,not_certified,0.46535576616,0.615024499475,0.243354099622,1,one_thread_fair
V100_M5_moderate_seed6101.txt,results\gf_compact_bc_strengthening_round2\raw\V100_M5_moderate_minimal_30s.json,model_size_limit,False,0,0,1,1,results\gf_compact_bc_strengthening_round2\raw\cplex_V100_M5_moderate_60s.json,not_certified,0.26325283804,1.71629103286,0.846615269206,1,one_thread_fair
regen_candidate_V12_M1_average.txt,results\gf_compact_bc_strengthening_round2\raw\v12_m1_60s_static.json,optimal,True,0.357200583208,0.357200583208,0,1,results\gf_compact_bc_strengthening_round2\raw\cplex_v12_m1_300s.json,optimal,0.357200583208,0.357200583208,0,1,one_thread_fair
regen_candidate_V12_M2_average.txt,results\gf_compact_bc_strengthening_round2\raw\v12_m2_300s_dynamic.json,optimal,True,0.718504070755,0.718504070755,0,1,results\gf_compact_bc_strengthening_round2\raw\cplex_v12_m2_300s.json,not_certified,0.62335151797,0.72439493548,0.13948664266,1,one_thread_fair
regen_candidate_V12_M2_average.txt,results\gf_compact_bc_strengthening_round2\raw\v12_m2_300s_dynamic.json,optimal,True,0.718504070755,0.718504070755,0,1,results\gf_compact_bc_strengthening_round2\raw\cplex_v12_m2_30s.json,not_certified,0.53695065571,0.763100112808,0.296356209759,1,one_thread_fair
V50_M3_high_imbalance_seed5201.txt,results\gf_compact_bc_strengthening_round2\raw\V50_M3_high_imbalance_60s.json,model_size_limit,False,0,0,1,1,results\gf_compact_bc_strengthening_round2\raw\cplex_V50_M3_high_imbalance_300s.json,not_certified,2.1860327089,4.68211852373,0.533110343572,1,one_thread_fair
V50_M3_moderate_seed5101.txt,results\gf_compact_bc_strengthening_round2\raw\V50_M3_moderate_60s.json,model_size_limit,False,0,0,1,1,results\gf_compact_bc_strengthening_round2\raw\cplex_V50_M3_moderate_300s.json,not_certified,0.23958431171,1.37151140999,0.825313657644,1,one_thread_fair
