event_sequence,parent_interval,midpoint,infeasible_side,infeasibility_status,feasible_child_interval,feasible_child_bound,coverage_before,coverage_after,action,model_reused,basis_reused,rows_reused,model_rebuild_count,lower_bound_update,endpoint_audit,exactness_status
1,"L0",0.10782203765789752,right,strict_complete_lp_infeasible,"L0.0",0.18593747661188209,"L0","L0.0|L0.1",original-two-child-split,true,false,true,0,0,midpoint_partition_valid,existing_exact_c6_infeasibility_behavior
2,"L0.0",0.053911018828948762,right,strict_complete_lp_infeasible,"L0.0.0",0.18830906960374888,"L0.0","L0.0.0|L0.0.1",original-two-child-split,true,false,true,0,0,midpoint_partition_valid,existing_exact_c6_infeasibility_behavior
