time_seconds,source,objective,G,P,improvement_over_previous,verifier_passed,route_count,served_station_count,total_pickup,total_drop,depot_unload,incumbent_hash,exported_incumbent_path,paper_reproducible,contributes_lower_bound,accepted
0.0208381,native_hga_tgbc_initial,0.166376112116,0.0726598094446,0.624775351143,0.384541560586,true,3,6,22,21,1,0fb25b877ec40069,,true,false,true
