candidate_policy,state_id,baseline_certificate,candidate_certificate,baseline_work,candidate_work,baseline_gap,candidate_gap,baseline_gi,candidate_gi,improved,severe_regression,severe_regression_reason,engineering_evidence_complete
m1-s1-route-start-order,D1,false,false,255.01155972381028,248.97695784564414,0.19265835574246712,0.18089399098032222,0.2412092430876059,0.23825915315416157,true,false,none,true
m1-s1-route-start-order,D2,true,true,18.615333819253582,7.254762232467863,0,0,0.027945967825509878,0.01338450190418177,true,false,none,true
m1-s1-route-start-order,D3,false,false,263.40973461968764,261.098365763059,0.2678534144264777,0.18991721019433014,0.3112505730266859,0.28718158646102776,true,false,none,true
m1-s1-route-start-order,D4,false,false,246.80129930310235,246.24363465167988,0.10260927449376919,0.04137067932180804,0.21938720657556265,0.2038683333146494,true,false,none,true
m1-s1-route-start-order,D5,true,true,19.23880903898762,17.545755863101537,0,0,0.010197702103802034,0.009943276310225525,true,false,none,true
m1-s1-route-start-order,D6,true,true,50.206477637843754,30.615802113042175,0,1.3472293896142736e-07,0.03400008656363261,0.02640927015814092,true,false,none,true
m1-s1-route-start-order,D9,false,false,238.03653956579842,240.65205147783027,0.11491315938024058,0.10955850962444534,0.12844083314720192,0.12542711351501523,true,false,none,true
m1-s1-route-start-order,D10,true,true,199.30559044359478,85.31695584455741,0,0,0.03689608542554024,0.018276751020064708,true,false,none,true
m1-s1-route-start-order,D11,false,false,235.73306660632693,235.8937343642059,0.054586175939821645,0.054590539848125785,0.05984771985672135,0.06218251533689241,false,false,none,true
m1-s1r-used-first-route-start-order,D1,false,false,255.01155972381028,263.49356449737144,0.19265835574246712,0.18771410479738268,0.2412092430876059,0.2447268366724411,true,false,none,true
m1-s1r-used-first-route-start-order,D2,true,true,18.615333819253582,12.62917145590849,0,0,0.027945967825509878,0.020801685878940327,true,false,none,true
m1-s1r-used-first-route-start-order,D3,false,false,263.40973461968764,263.47141531505844,0.2678534144264777,0.19966441915070177,0.3112505730266859,0.2999720835784849,true,false,none,true
m1-s1r-used-first-route-start-order,D4,false,false,246.80129930310235,246.2482379649282,0.10260927449376919,0.0633699395414958,0.21938720657556265,0.20246119284394318,true,false,none,true
m1-s1r-used-first-route-start-order,D5,true,true,19.23880903898762,18.131794872480995,0,0,0.010197702103802034,0.010131535260369591,true,false,none,true
m1-s1r-used-first-route-start-order,D6,true,true,50.206477637843754,32.82505120345955,0,0,0.03400008656363261,0.028154175747307764,true,false,none,true
m1-s1r-used-first-route-start-order,D9,false,false,238.03653956579842,245.817054924771,0.11491315938024058,0.11903571981096092,0.12844083314720192,0.12635095530567783,true,false,none,true
m1-s1r-used-first-route-start-order,D10,true,true,199.30559044359478,195.75659501509637,0,0,0.03689608542554024,0.03656908591511258,true,false,none,true
m1-s1r-used-first-route-start-order,D11,false,false,235.73306660632693,237.14991483976564,0.054586175939821645,0.051672829583597306,0.05984771985672135,0.05914233740202152,true,false,none,true
