state_id,panel_role,big_m_affected,baseline_policy,candidate_policy,process_cap_seconds,executable_sha256,baseline_model_sha256,candidate_model_sha256,model_delta_audit,baseline_status,candidate_status,baseline_certificate,candidate_certificate,candidate_certificate_class,lost_baseline_certificate,false_certificate,baseline_work,candidate_work,work_delta,work_ratio,baseline_process_time_seconds,candidate_process_time_seconds,baseline_gap,candidate_gap,baseline_gi,candidate_gi,baseline_root_relaxation_bound,candidate_root_relaxation_bound,baseline_final_root_cut_bound,candidate_final_root_cut_bound,baseline_nodes,candidate_nodes,baseline_simplex_iterations,candidate_simplex_iterations,severe_regression,severe_regression_reason,engineering_evidence_complete
D1,development,true,interval-mip-v0,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,8980c08bac1bf433434719c74f503f2e85ff942440699fe406787f74335fb8c1,5b4df8aeea1494e362b6f2987212fd23ae120b91a773e34c6b06fa7447f67f2c,pass,capped,capped,False,False,certificate_rejected,false,false,258.8286701140643,255.01155972381028,-3.8171103902540438,0.9852523664068131,118.0804563,118.0856531,0.1781081677076535,0.19265835574246712,0.24236853434601435,0.2412092430876059,0.03178028,0.03178028,0.03278393326391182,0.03275018337784916,2430,2252,340658,344378,false,none,true
D2,development,true,interval-mip-v0,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,624c61c9136decd50c41af5ea9d62718694ace1cdc3e4056b472ea0c726dbe89,bd4be8c65dae2fda3b45d5be50dd4f43128bd0ac10b27f026d1d8fa5b8a20814,pass,exact,exact,True,True,strict_fixed_interval_optimal,false,false,7.798190809248318,18.615333819253582,10.817143010005264,2.387134948939259,5.2914612,10.7889643,2.529196102638948e-12,0,0.011809233949768436,0.027945967825509878,0.2073784,0.2074061,0.33424062081873596,0.33373273850321983,1021,1289,79777,96354,false,none,true
D3,development,true,interval-mip-v0,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,7c8f8e5f1ff22f99103991cc788735e15850eda9b80ca5165dbb1709dc7a51e2,42744c4af9bd4d2ec3d52ff1ba75ee8ae3fbdcfdc9b8589893a16f74e1466f87,pass,capped,capped,False,False,certificate_rejected,false,false,232.9717953461189,263.40973461968764,30.43793927356873,1.1306507477797818,118.0767418,118.0881901,0.12881124141953312,0.2678534144264777,0.2440022639996075,0.3112505730266859,0.109524,0.1067032,0.3416849343544502,0.3335400633632256,8643,1960,675484,223417,true,capped_gap_ratio_and_absolute,true
D4,development,true,interval-mip-v0,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,b35f4e7c4559e801ef4cd67b544cd4ba59d24abdcf6025bc3422c3e89f6bd2eb,57b6fa03dea983c16136f9226643a5852086d5e6fa1dcb83471e42ab3d8da91b,pass,exact,capped,True,False,certificate_rejected,true,false,129.52841701703966,246.80129930310235,117.2728822860627,1.905383428492261,71.331938,118.0900542,0,0.10260927449376919,0.10714228687908488,0.21938720657556265,0.1102857,0.1073726,0.38053157659467485,0.37883412400878963,8604,3598,374941,238420,true,baseline_certifies_candidate_does_not,true
D5,development,true,interval-mip-v0,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,2fd56622b90d18d9e4a8d6a0a1f8aaca6a0823d87437ded52f59c80e809748df,b955db3473f5892f3b8f46f1745645fcbedb3d644e6950f28654101d9bfa91a3,pass,exact,exact,True,True,strict_fixed_interval_cutoff_infeasible,false,false,8.361526207009655,19.23880903898762,10.877282831977963,2.3008728984021234,5.1680531,9.9574718,0,0,0.005074429589430567,0.010197702103802034,0.3348914,0.3338139,0.494372975844265,0.492204829429349,47,71,13586,12406,false,none,true
D6,development,true,interval-mip-v0,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,9aca6b4020aa81a484913fce9237bb15e995527b24365d079612606665c858bd,95f8e4a56832ad5f336995b98c66084993492c0b043ee633c5c25729bc646675,pass,exact,exact,True,True,strict_fixed_interval_optimal,false,false,9.501641712092052,50.206477637843754,40.7048359257517,5.283979248970165,6.4871213,25.3460647,6.287961224877803e-16,0,0.009404502678988113,0.03400008656363261,0.3821215,0.3180954,0.5929376888262344,0.595005324367165,882,1638,47000,76858,false,none,true
D9,development,false,interval-mip-v0,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,3627afe65bdbed2f2133fce6a1648b235c8d74165e7f9148d1e7fee619c2a8d9,3627afe65bdbed2f2133fce6a1648b235c8d74165e7f9148d1e7fee619c2a8d9,pass,capped,capped,False,False,certificate_rejected,false,false,234.46505712666817,238.03653956579842,3.57148243913025,1.0152324720915695,118.0457667,118.0449839,0.11491315938024058,0.11491315938024058,0.12861608528833424,0.12844083314720192,0.4426226,0.4426226,0.5189954800020847,0.5189954800020847,606,620,338628,347226,false,none,true
D10,development,false,interval-mip-v0,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,a43ff20d75215049f81aee5c44b6a97c35bf7f2105d31c3e614a2bd23a076bd0,a43ff20d75215049f81aee5c44b6a97c35bf7f2105d31c3e614a2bd23a076bd0,pass,exact,exact,True,True,strict_fixed_interval_cutoff_infeasible,false,false,199.30559044359478,199.30559044359478,0.0,1.0,100.577965,99.2709131,0,0,0.037336954583491226,0.03689608542554024,0.4640361,0.4640361,0.5706315722744337,0.5706315722744337,802,802,264564,264564,false,none,true
D11,development,false,interval-mip-v0,m1-tight-big-m-v0,120,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,pass,capped,capped,False,False,certificate_rejected,false,false,232.75241584325977,235.73306660632693,2.9806507630671604,1.012806100217127,118.0470242,118.047777,0.054586175939821645,0.054586175939821645,0.0599123565281864,0.05984771985672135,0.5137004,0.5137004,0.5647915854182156,0.5647915854182156,675,680,337461,346460,false,none,true
