state_id,panel,instance,policy,process_cap_seconds,executable_sha256,model_sha256,model_identity_match,status,certificate,certificate_class,false_certificate,evidence_complete,cap_respected,native_status,lower_bound,frozen_cutoff,final_incumbent_available,final_incumbent,verified_upper_bound,gap,gi_common_horizon,work,solver_time_seconds,process_time_seconds,nodes,simplex_iterations,average_iterations_per_node,peak_memory_gb,root_relaxation_bound_available,root_relaxation_bound,final_root_cut_bound_available,final_root_cut_bound,root_work,root_time_seconds,root_simplex_iterations,root_cut_count,first_incumbent_work,first_incumbent_time_seconds,model_build_seconds,model_read_seconds,original_rows,original_columns,original_nonzeros,presolved_rows,presolved_columns,presolved_nonzeros,continuous_variables,integer_variables,binary_variables,min_matrix,max_matrix,min_objective,max_objective,min_bound,max_bound,min_rhs,max_rhs,branch_priority_assignment_status,branch_priority_tiers,exact_duplicate_row_elimination,exact_duplicate_rows_omitted,round50_symmetry_policy,round50_symmetry_rows,round51_subset_duration_big_m,round51_subset_duration_rows,round51_subset_duration_min_m,round51_subset_duration_max_m,round51_historical_m_may_be_unsafe,failure_reason,artifact_dir
D1,development,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,5b4df8aeea1494e362b6f2987212fd23ae120b91a773e34c6b06fa7447f67f2c,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.039938127561179426,0.049468682614419446,False,0.049468682614419446,0.049468682614419446,0.19265835574246712,0.2411664843552348,255.35280547518624,117.74300003051758,118.0803802,2254,345582,153.31943212067435,0.201510358,True,0.03178028,True,0.03275018337784916,17.436400834012357,8.118774,1014,70,-1,-1,0.2403351,0.0508886,16049,1404,164344,15508,1332,176697,676,728,608,0.0225,14815.4,0.0225,1,0.0494687,157.287,0.0494687,45530.7,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,tight-tsp-lower-bound,12285,581.835,2453.4,False,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D1__m1-tight-big-m-v0
D2,development,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,bd4be8c65dae2fda3b45d5be50dd4f43128bd0ac10b27f026d1d8fa5b8a20814,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.5045438521642084,0.5045438521642074,True,0.5045438521642074,0.5045438521642074,0,0.027944523274279036,18.615333819253582,10.674999952316284,10.7866198,1289,96354,74.75096974398758,0.038460812,True,0.2074061,True,0.33373273850321983,5.096454839847864,3.8596344,1339,718,10.889017859284039,7.118082,0.0621318,0.0130569,5719,1037,41151,3840,753,31773,492,545,445,0.0225,10441,0.0225,1,0.504544,74.7538,0.504544,38458.7,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,tight-tsp-lower-bound,3069,958.449,4006.53,False,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D2__m1-tight-big-m-v0
D3,development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,42744c4af9bd4d2ec3d52ff1ba75ee8ae3fbdcfdc9b8589893a16f74e1466f87,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.3707175237618694,0.506422789224163,True,0.506343307565206,0.506343307565206,0.2678534144264777,0.3112992775138785,263.44896292191186,117.7480001449585,118.0847319,1961,223541,113.99337072921979,0.244577504,True,0.1067032,True,0.3335400633632256,19.270152680099983,11.449228,2085,842,15.33644554802121,8.8959178,0.2347654,0.0506956,16042,1402,163775,15324,1351,237882,675,727,607,0.0225,14202.9,0.0225,1,0.506423,139.549,0.366412,43045.8,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,tight-tsp-lower-bound,12285,934.146,3149.11,False,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D3__m1-tight-big-m-v0
D4,development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,57b6fa03dea983c16136f9226643a5852086d5e6fa1dcb83471e42ab3d8da91b,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.4542564333644398,0.506422789224163,True,0.506422789224163,0.506422789224163,0.1030094951683389,0.21984489034709018,246.1131786927811,117.75300002098083,118.0887241,3566,236737,66.38726864834548,0.263169294,True,0.1073726,True,0.37883412400878963,18.349208378924796,9.8895414,2122,712,158.01159242821163,80.7849126,0.2366562,0.0505876,16042,1402,163775,15325,1351,233548,675,727,607,0.0225,14202.9,0.0225,1,0.253211,139.549,0.253211,43045.8,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,tight-tsp-lower-bound,12285,934.146,3149.11,False,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D4__m1-tight-big-m-v0
D5,development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,b955db3473f5892f3b8f46f1745645fcbedb3d644e6950f28654101d9bfa91a3,true,exact,True,strict_fixed_interval_cutoff_infeasible,False,True,True,INFEASIBLE,1e+100,0.506422789224163,False,0.506422789224163,0.506422789224163,0,0.010210440202608657,19.23880903898762,9.611999988555908,9.9449676,71,12406,174.73239436619718,0.13703941,True,0.3338139,True,0.492204829429349,14.78256137771809,7.6793761,1963,295,-1,-1,0.2372306,0.0509091,16042,1402,163921,15399,1364,238023,675,727,607,0.0225,14202.9,0.0225,1,0.253211,139.549,0.253211,43045.8,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,tight-tsp-lower-bound,12285,934.146,3149.11,False,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D5__m1-tight-big-m-v0
D6,development,round39_small_hard_V12_M2_Q20_slot06_seed258908503,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,95f8e4a56832ad5f336995b98c66084993492c0b043ee633c5c25729bc646675,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.7062530985290774,0.7062530985290749,True,0.7062530985290749,0.7062530985290749,0,0.03402712868497708,50.206477637843754,25.1010000705719,25.3382415,1638,76858,46.92185592185592,0.123505364,True,0.3180954,True,0.595005324367165,10.898555999704644,7.6162335,1176,695,22.09530538270922,13.0749417,0.1622061,0.0339797,10921,1014,109433,10072,886,141490,505,509,425,0.0225,11748.1,0.0225,1,0.706253,173.332,0.629427,41002.8,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,1,tight-tsp-lower-bound,8190,687.484,3509.35,False,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D6__m1-tight-big-m-v0
D9,development,tight_T_seed3102,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,3627afe65bdbed2f2133fce6a1648b235c8d74165e7f9148d1e7fee619c2a8d9,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.5316755920118946,0.6007044366851081,False,0.6007044366851081,0.6007044366851081,0.11491315938024058,0.1284392533552629,238.33385394602044,117.90299987792969,118.0394765,620,347226,560.0419354838709,0.16163548,True,0.4426226,True,0.5189954800020847,34.51813716096647,15.3066049,3842,557,-1,-1,0.0802595,0.0172573,10870,3372,53465,9848,3127,77827,1682,1690,1490,0.0075,15554.8,0.0075,1,0.300352,1967.6,0.300352,49109.5,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,tight-tsp-lower-bound,0,0,0,False,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D9__m1-tight-big-m-v0
D10,development,tight_T_seed3102,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,a43ff20d75215049f81aee5c44b6a97c35bf7f2105d31c3e614a2bd23a076bd0,true,exact,True,strict_fixed_interval_cutoff_infeasible,False,True,True,INFEASIBLE,1e+100,0.6007044366851081,False,0.6007044366851081,0.6007044366851081,0,0.03687082694454473,199.30559044359478,98.98800015449524,99.1269237,802,264564,329.8802992518703,0.146988217,True,0.4640361,True,0.5706315722744337,26.613616465643048,12.7352201,3719,504,-1,-1,0.0798699,0.0173717,10870,3372,53465,9847,3126,79079,1682,1690,1490,0.0075,15554.8,0.0075,1,0.150176,1967.6,0.150176,49109.5,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,tight-tsp-lower-bound,0,0,0,False,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D10__m1-tight-big-m-v0
D11,development,tight_T_seed3102,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.5679142786163833,0.6007044366851081,True,0.6007044366851081,0.6007044366851081,0.054586175939821645,0.05983013852808919,235.76141705261543,117.89999985694885,118.0397036,680,346460,509.5,0.154516018,True,0.5137004,True,0.5647915854182156,52.925588401047825,23.4363169,3801,628,214.12840823610614,106.3786915,0.0815348,0.0173213,10870,3372,53705,9955,3116,83508,1682,1690,1490,0.0075,15554.8,0.0075,1,0.150176,1967.6,0.150176,49109.5,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,tight-tsp-lower-bound,0,0,0,False,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D11__m1-tight-big-m-v0
