state_id,instance,policy,process_cap_seconds,reproduction_executable_sha256,round50_executable_sha256,source_algorithm_equivalent,model_sha256,round50_model_sha256,model_identity_match,status,round50_status,certificate,round50_certificate,work,round50_work,work_exact_match,lower_bound,round50_lower_bound,verified_upper_bound,round50_verified_upper_bound,false_certificate,cap_respected,artifact_hashes_valid,environment_consistent,artifact_dir
D2,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,interval-mip-v0,120,a4cb86dd18ba16e205cbdde99eaab46e11efdd026d6da6c21f8a6730651e954d,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,True,624c61c9136decd50c41af5ea9d62718694ace1cdc3e4056b472ea0c726dbe89,624c61c9136decd50c41af5ea9d62718694ace1cdc3e4056b472ea0c726dbe89,True,exact,exact,True,True,7.798190809248318,7.798190809248318,True,0.5045438521629313,0.5045438521629313,0.5045438521642074,0.5045438521642074,False,True,True,True,results/gf_k1_tight_big_m_sparse_branching_round51/baseline_reproduction_runs/D2__interval-mip-v0
D5,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,interval-mip-v0,120,a4cb86dd18ba16e205cbdde99eaab46e11efdd026d6da6c21f8a6730651e954d,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,True,2fd56622b90d18d9e4a8d6a0a1f8aaca6a0823d87437ded52f59c80e809748df,2fd56622b90d18d9e4a8d6a0a1f8aaca6a0823d87437ded52f59c80e809748df,True,exact,exact,True,True,8.361526207009655,8.361526207009655,True,1e+100,1e+100,0.506422789224163,0.506422789224163,False,True,True,True,results/gf_k1_tight_big_m_sparse_branching_round51/baseline_reproduction_runs/D5__interval-mip-v0
D6,round39_small_hard_V12_M2_Q20_slot06_seed258908503,interval-mip-v0,120,a4cb86dd18ba16e205cbdde99eaab46e11efdd026d6da6c21f8a6730651e954d,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,True,9aca6b4020aa81a484913fce9237bb15e995527b24365d079612606665c858bd,9aca6b4020aa81a484913fce9237bb15e995527b24365d079612606665c858bd,True,exact,exact,True,True,9.501641712092052,9.501641712092052,True,0.7062530985290745,0.7062530985290745,0.7062530985290749,0.7062530985290749,False,True,True,True,results/gf_k1_tight_big_m_sparse_branching_round51/baseline_reproduction_runs/D6__interval-mip-v0
C6,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,interval-mip-v0,120,a4cb86dd18ba16e205cbdde99eaab46e11efdd026d6da6c21f8a6730651e954d,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,True,fb6fb2c22fa7f358b6d48d7057bddf3842869ffd20f18c76685f33eb2fd006fc,fb6fb2c22fa7f358b6d48d7057bddf3842869ffd20f18c76685f33eb2fd006fc,True,exact,exact,True,True,0.656998425480512,0.656998425480512,True,0.9216631288916932,0.9216631288916932,0.921663128891689,0.921663128891689,False,True,True,True,results/gf_k1_tight_big_m_sparse_branching_round51/baseline_reproduction_runs/C6__interval-mip-v0
