stage,source_audit,mechanism,candidate_policy,state_id,baseline_certificate,candidate_certificate,work_ratio,work_absolute_increase,gi_ratio,gi_absolute_increase,gap_ratio,gap_absolute_increase,severe_regression,reason
M1,big_m_severe_regression_audit.csv,M1,m1-tight-big-m-v0,D1,false,false,0.9852523664068131,-3.8171103902540438,0.9952168244052944,-0.0011592912584084403,1.081692985908969,0.014550188034813616,false,none
M1,big_m_severe_regression_audit.csv,M1,m1-tight-big-m-v0,D2,true,true,2.387134948939259,10.817143010005264,2.366450520362319,0.01613673387574144,0.0,-2.529196102638948e-12,false,none
M1,big_m_severe_regression_audit.csv,M1,m1-tight-big-m-v0,D3,false,false,1.1306507477797818,30.43793927356873,1.2756052666264874,0.0672483090270784,2.079425766529877,0.13904217300694457,true,capped_gap_ratio_and_absolute
M1,big_m_severe_regression_audit.csv,M1,m1-tight-big-m-v0,D4,true,false,1.905383428492261,117.2728822860627,2.047624826443657,0.11224491969647778,0.0,0.10260927449376919,true,baseline_certifies_candidate_does_not
M1,big_m_severe_regression_audit.csv,M1,m1-tight-big-m-v0,D5,true,true,2.3008728984021234,10.877282831977963,2.009625303510494,0.005123272514371467,0.0,0.0,false,none
M1,big_m_severe_regression_audit.csv,M1,m1-tight-big-m-v0,D6,true,true,5.283979248970165,40.7048359257517,3.6152987270232653,0.0245955838846445,0.0,-6.287961224877803e-16,false,none
M1,big_m_severe_regression_audit.csv,M1,m1-tight-big-m-v0,D9,false,false,1.0152324720915695,3.57148243913025,0.9986374010627097,-0.0001752521411323149,1.0,0.0,false,none
M1,big_m_severe_regression_audit.csv,M1,m1-tight-big-m-v0,D10,true,true,1.0,0.0,0.9881921500328813,-0.0004408691579509891,0.0,0.0,false,none
M1,big_m_severe_regression_audit.csv,M1,m1-tight-big-m-v0,D11,false,false,1.012806100217127,2.9806507630671604,0.9989211462340888,-6.463667146505009e-05,1.0,0.0,false,none
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1-route-start-order,D1,false,false,1.0364089282426925,23.40904849087292,0.7957050772022273,-0.035202277349328764,0.7147065100894987,-0.03683647239728223,false,none
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1-route-start-order,D2,true,true,0.3897196957577179,-11.360571586785719,0.4795297308419187,-0.00580437432175575,0.0,0.0,false,none
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1-route-start-order,D3,false,false,0.808018062718821,-130.7401106312035,0.75376314966524,-0.06196292311580098,0.6060460246797625,-0.06299388002788264,false,none
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1-route-start-order,D4,true,true,0.7243361673998135,-96.69740292719186,0.8388282988133798,-0.015718073750717543,0.0,-2.1926290088907398e-16,false,none
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1-route-start-order,D5,true,true,0.9119980258416676,-1.6930531758860816,0.9898624764860753,-4.1041459395153336e-05,0.0,0.0,false,none
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1-route-start-order,D6,true,true,0.6097978498687814,-19.59067552480158,0.7751493424195711,-0.003059747730726186,0.0,1.3472293896142736e-07,false,none
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1-route-start-order,D7,true,true,0.9056158665543435,-2.1526936936561576,0.950318715483472,-0.00041533076815390875,0.0,-4.5057552573669116e-09,false,none
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1-route-start-order,D8,true,true,1.0365793015246156,0.06736656464285362,1.0219029947927087,4.8830189107862756e-05,0.0,0.0,false,none
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1-route-start-order,D9,false,false,0.9709440252817085,-18.7718308009064,0.9547285120411912,-0.005191177700633071,0.9334179999400419,-0.006175898650507453,false,none
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1-route-start-order,D10,true,true,0.42807106240556186,-113.98863459903737,0.496260786153222,-0.007440362903129713,0.0,0.0,false,none
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1-route-start-order,D11,false,false,0.9382585834677313,-38.95632761559318,1.2236238546043936,0.009600734482008384,1.8763903242204054,0.0137198814927399,false,none
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1-route-start-order,D12,true,false,0.8433508634147163,-83.82151487010873,0.8225071138858405,-0.03710375312590192,729651091.5,2.5036466352439106e-07,true,baseline_certifies_candidate_does_not
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1-route-start-order,D13,true,false,1.241819579682382,113.61604582956915,0.9652183510656948,-0.0006360523586054836,0.0,0.006695942164623979,true,baseline_certifies_candidate_does_not
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1-route-start-order,D14,false,false,0.904514014523745,-61.52836281865382,1.113563865293545,0.00930090129480396,3.4917057331465533,0.03874945288780797,false,none
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1r-used-first-route-start-order,D1,false,false,0.9943123198566771,-3.6568827126171755,0.7210437909712715,-0.04806724368900317,0.5688913655610601,-0.05566380542970638,false,none
symmetry,symmetry_m1_severe_regression_audit.csv,symmetry,m1-s1r-used-first-route-start-order,D2,true,true,0.678428417052952,-5.986162363345091,0.7520322495150626,-0.0027653791750036592,0.0,0.0,false,none
