stage,source_summary,state_id,policy,process_cap_seconds,executable_sha256,model_sha256,status,certificate,certificate_class,false_certificate,evidence_complete,cap_respected,failure_reason,artifact_dir,audit_status
symmetry_development_s1,symmetry_development_s1_raw.csv,D9,m1-s1-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,f70b7a7e7cd3982902e577b8990a1f9699a370a046f58558cabd56679376c881,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D9__m1-s1-route-start-order,pass
symmetry_development_s1,symmetry_development_s1_raw.csv,D10,m1-s1-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,08c9c3dca43dfa850e2d0d274a445f36dc82f0d0a99524bb11d48607e8f27785,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D10__m1-s1-route-start-order,pass
symmetry_development_s1,symmetry_development_s1_raw.csv,D11,m1-s1-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,82bd5490862440f2dbb63b326e5d839aa82e616d61fa928be14a261874a548cb,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D11__m1-s1-route-start-order,pass
symmetry_development_s1,symmetry_development_s1_raw.csv,D12,m1-s1-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,18577468e0d9e44af3996ebed08916ffa9a0f36eeb1f1ab643b55409828517fa,failed,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D12__m1-s1-route-start-order,pass
symmetry_development_s1,symmetry_development_s1_raw.csv,D13,m1-s1-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,7c666ac3cc696943a3f3f8bbe8a4f440abe4afd535aa18d2bfbda8d7f1f231a8,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D13__m1-s1-route-start-order,pass
symmetry_development_s1,symmetry_development_s1_raw.csv,D14,m1-s1-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,c91e7d9477303d811fdac9ad8ef96be2236862a8b46502c2afe5d96a3e8dbede,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D14__m1-s1-route-start-order,pass
symmetry_development_s1r,symmetry_development_s1r_raw.csv,D1,m1-s1r-used-first-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,710a7c2cdce01637c3c4c5195e27a375d0bf4cc8ecb90ef5390d14f226c957c5,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D1__m1-s1r-used-first-route-start-order,pass
symmetry_development_s1r,symmetry_development_s1r_raw.csv,D2,m1-s1r-used-first-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,1f653b7c917bf86b184a3a1239c701db4d4930e6a8b4a3a065515ad19b5652ea,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D2__m1-s1r-used-first-route-start-order,pass
symmetry_development_s1r,symmetry_development_s1r_raw.csv,D3,m1-s1r-used-first-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,5570bb49bc9602b8f29ae18a4112ab57b443531c06fe1950a3bd56355075c48c,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D3__m1-s1r-used-first-route-start-order,pass
symmetry_development_s1r,symmetry_development_s1r_raw.csv,D4,m1-s1r-used-first-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,19b1531f895f636a627618bbd934e5b4cb056e2e98378724125a9b208fcaaebd,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D4__m1-s1r-used-first-route-start-order,pass
symmetry_development_s1r,symmetry_development_s1r_raw.csv,D5,m1-s1r-used-first-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,ca342021ba625a057943429d2356946030a739cd833ef6d8714b2e0051a3776f,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D5__m1-s1r-used-first-route-start-order,pass
symmetry_development_s1r,symmetry_development_s1r_raw.csv,D6,m1-s1r-used-first-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,58f0fac6f9191d6eb2e5d60e622e77174f6c2004e24e72f867f372f901b7712a,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D6__m1-s1r-used-first-route-start-order,pass
symmetry_development_s1r,symmetry_development_s1r_raw.csv,D7,m1-s1r-used-first-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,c21b5131b8ce346d63302436b8d7db74b01726a4a522fcc2ff9359b87bb68934,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D7__m1-s1r-used-first-route-start-order,pass
symmetry_development_s1r,symmetry_development_s1r_raw.csv,D8,m1-s1r-used-first-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,da8d3546c3f30dd3ca3a29b7bc2e38b23598be9427e8c733e4b6a52368727483,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D8__m1-s1r-used-first-route-start-order,pass
symmetry_development_s1r,symmetry_development_s1r_raw.csv,D9,m1-s1r-used-first-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,2d6cf31e3cc7e7ea0ac3f7384eca9356f03266b532be4474513b53b6052968bc,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D9__m1-s1r-used-first-route-start-order,pass
symmetry_development_s1r,symmetry_development_s1r_raw.csv,D10,m1-s1r-used-first-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,560c72a256c6855c9a7d2535dfc7847457c06ea439f0a27180471c5d2a35ba77,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D10__m1-s1r-used-first-route-start-order,pass
symmetry_development_s1r,symmetry_development_s1r_raw.csv,D11,m1-s1r-used-first-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,fb866ac40ec9e5e399c4dc7598091ce26f87ec136c76fd7a73ad00add4a22d7f,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D11__m1-s1r-used-first-route-start-order,pass
symmetry_development_s1r,symmetry_development_s1r_raw.csv,D12,m1-s1r-used-first-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,6091558bd020f45c9d8ce779260622d25691e9409c86f104eeaf80b8e2f8b693,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D12__m1-s1r-used-first-route-start-order,pass
symmetry_development_s1r,symmetry_development_s1r_raw.csv,D13,m1-s1r-used-first-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,0ff6639c85ef9fe2a53750f151a307dbbe013bcca66674d2f680bd7c9a96cba8,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D13__m1-s1r-used-first-route-start-order,pass
symmetry_development_s1r,symmetry_development_s1r_raw.csv,D14,m1-s1r-used-first-route-start-order,300,cd12f5086f02e62ce0914d7d70a18ab437213eca1669c0afaf1321cffb5b311c,04d04afd8a2a2400e430e3bea68e206ece21b78a2dc48fcb1fe75813c8fc004a,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/symmetry_development_runs/D14__m1-s1r-used-first-route-start-order,pass
a1_core_comparator,a1_core_m1_raw.csv,D1,m1-tight-big-m-v0,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,5b4df8aeea1494e362b6f2987212fd23ae120b91a773e34c6b06fa7447f67f2c,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D1__m1-tight-big-m-v0,pass
a1_core_comparator,a1_core_m1_raw.csv,D2,m1-tight-big-m-v0,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,bd4be8c65dae2fda3b45d5be50dd4f43128bd0ac10b27f026d1d8fa5b8a20814,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D2__m1-tight-big-m-v0,pass
a1_core_comparator,a1_core_m1_raw.csv,D3,m1-tight-big-m-v0,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,42744c4af9bd4d2ec3d52ff1ba75ee8ae3fbdcfdc9b8589893a16f74e1466f87,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D3__m1-tight-big-m-v0,pass
a1_core_comparator,a1_core_m1_raw.csv,D4,m1-tight-big-m-v0,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,57b6fa03dea983c16136f9226643a5852086d5e6fa1dcb83471e42ab3d8da91b,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D4__m1-tight-big-m-v0,pass
a1_core_comparator,a1_core_m1_raw.csv,D5,m1-tight-big-m-v0,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,b955db3473f5892f3b8f46f1745645fcbedb3d644e6950f28654101d9bfa91a3,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D5__m1-tight-big-m-v0,pass
a1_core_comparator,a1_core_m1_raw.csv,D6,m1-tight-big-m-v0,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,95f8e4a56832ad5f336995b98c66084993492c0b043ee633c5c25729bc646675,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D6__m1-tight-big-m-v0,pass
a1_core_comparator,a1_core_m1_raw.csv,D9,m1-tight-big-m-v0,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,3627afe65bdbed2f2133fce6a1648b235c8d74165e7f9148d1e7fee619c2a8d9,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D9__m1-tight-big-m-v0,pass
a1_core_comparator,a1_core_m1_raw.csv,D10,m1-tight-big-m-v0,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,a43ff20d75215049f81aee5c44b6a97c35bf7f2105d31c3e614a2bd23a076bd0,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D10__m1-tight-big-m-v0,pass
a1_core_comparator,a1_core_m1_raw.csv,D11,m1-tight-big-m-v0,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D11__m1-tight-big-m-v0,pass
a1_core_candidate,a1_core_a1_raw.csv,D1,a1-root-sparse-2x2,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,5b4df8aeea1494e362b6f2987212fd23ae120b91a773e34c6b06fa7447f67f2c,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D1__a1-root-sparse-2x2,pass
a1_core_candidate,a1_core_a1_raw.csv,D2,a1-root-sparse-2x2,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,bd4be8c65dae2fda3b45d5be50dd4f43128bd0ac10b27f026d1d8fa5b8a20814,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D2__a1-root-sparse-2x2,pass
a1_core_candidate,a1_core_a1_raw.csv,D3,a1-root-sparse-2x2,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,42744c4af9bd4d2ec3d52ff1ba75ee8ae3fbdcfdc9b8589893a16f74e1466f87,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D3__a1-root-sparse-2x2,pass
a1_core_candidate,a1_core_a1_raw.csv,D4,a1-root-sparse-2x2,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,57b6fa03dea983c16136f9226643a5852086d5e6fa1dcb83471e42ab3d8da91b,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D4__a1-root-sparse-2x2,pass
a1_core_candidate,a1_core_a1_raw.csv,D5,a1-root-sparse-2x2,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,b955db3473f5892f3b8f46f1745645fcbedb3d644e6950f28654101d9bfa91a3,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D5__a1-root-sparse-2x2,pass
a1_core_candidate,a1_core_a1_raw.csv,D6,a1-root-sparse-2x2,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,95f8e4a56832ad5f336995b98c66084993492c0b043ee633c5c25729bc646675,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D6__a1-root-sparse-2x2,pass
a1_core_candidate,a1_core_a1_raw.csv,D9,a1-root-sparse-2x2,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,3627afe65bdbed2f2133fce6a1648b235c8d74165e7f9148d1e7fee619c2a8d9,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D9__a1-root-sparse-2x2,pass
a1_core_candidate,a1_core_a1_raw.csv,D10,a1-root-sparse-2x2,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,a43ff20d75215049f81aee5c44b6a97c35bf7f2105d31c3e614a2bd23a076bd0,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D10__a1-root-sparse-2x2,pass
a1_core_candidate,a1_core_a1_raw.csv,D11,a1-root-sparse-2x2,120,abfcf957b30f36d8688635306285934a4d8420e09b95fbcd7367161545a305fa,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1_core_runs/D11__a1-root-sparse-2x2,pass
a1r_core_comparator,a1r_core_m1_raw.csv,D1,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,5b4df8aeea1494e362b6f2987212fd23ae120b91a773e34c6b06fa7447f67f2c,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D1__m1-tight-big-m-v0,pass
a1r_core_comparator,a1r_core_m1_raw.csv,D2,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,bd4be8c65dae2fda3b45d5be50dd4f43128bd0ac10b27f026d1d8fa5b8a20814,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D2__m1-tight-big-m-v0,pass
a1r_core_comparator,a1r_core_m1_raw.csv,D3,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,42744c4af9bd4d2ec3d52ff1ba75ee8ae3fbdcfdc9b8589893a16f74e1466f87,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D3__m1-tight-big-m-v0,pass
a1r_core_comparator,a1r_core_m1_raw.csv,D4,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,57b6fa03dea983c16136f9226643a5852086d5e6fa1dcb83471e42ab3d8da91b,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D4__m1-tight-big-m-v0,pass
a1r_core_comparator,a1r_core_m1_raw.csv,D5,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,b955db3473f5892f3b8f46f1745645fcbedb3d644e6950f28654101d9bfa91a3,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D5__m1-tight-big-m-v0,pass
a1r_core_comparator,a1r_core_m1_raw.csv,D6,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,95f8e4a56832ad5f336995b98c66084993492c0b043ee633c5c25729bc646675,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D6__m1-tight-big-m-v0,pass
a1r_core_comparator,a1r_core_m1_raw.csv,D9,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,3627afe65bdbed2f2133fce6a1648b235c8d74165e7f9148d1e7fee619c2a8d9,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D9__m1-tight-big-m-v0,pass
a1r_core_comparator,a1r_core_m1_raw.csv,D10,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,a43ff20d75215049f81aee5c44b6a97c35bf7f2105d31c3e614a2bd23a076bd0,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D10__m1-tight-big-m-v0,pass
a1r_core_comparator,a1r_core_m1_raw.csv,D11,m1-tight-big-m-v0,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D11__m1-tight-big-m-v0,pass
a1r_core_candidate,a1r_core_a1r_raw.csv,D1,a1r-root-sparse-top1,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,5b4df8aeea1494e362b6f2987212fd23ae120b91a773e34c6b06fa7447f67f2c,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D1__a1r-root-sparse-top1,pass
a1r_core_candidate,a1r_core_a1r_raw.csv,D2,a1r-root-sparse-top1,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,bd4be8c65dae2fda3b45d5be50dd4f43128bd0ac10b27f026d1d8fa5b8a20814,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D2__a1r-root-sparse-top1,pass
a1r_core_candidate,a1r_core_a1r_raw.csv,D3,a1r-root-sparse-top1,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,42744c4af9bd4d2ec3d52ff1ba75ee8ae3fbdcfdc9b8589893a16f74e1466f87,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D3__a1r-root-sparse-top1,pass
a1r_core_candidate,a1r_core_a1r_raw.csv,D4,a1r-root-sparse-top1,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,57b6fa03dea983c16136f9226643a5852086d5e6fa1dcb83471e42ab3d8da91b,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D4__a1r-root-sparse-top1,pass
a1r_core_candidate,a1r_core_a1r_raw.csv,D5,a1r-root-sparse-top1,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,b955db3473f5892f3b8f46f1745645fcbedb3d644e6950f28654101d9bfa91a3,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D5__a1r-root-sparse-top1,pass
a1r_core_candidate,a1r_core_a1r_raw.csv,D6,a1r-root-sparse-top1,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,95f8e4a56832ad5f336995b98c66084993492c0b043ee633c5c25729bc646675,exact,true,strict_fixed_interval_optimal,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D6__a1r-root-sparse-top1,pass
a1r_core_candidate,a1r_core_a1r_raw.csv,D9,a1r-root-sparse-top1,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,3627afe65bdbed2f2133fce6a1648b235c8d74165e7f9148d1e7fee619c2a8d9,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D9__a1r-root-sparse-top1,pass
a1r_core_candidate,a1r_core_a1r_raw.csv,D10,a1r-root-sparse-top1,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,a43ff20d75215049f81aee5c44b6a97c35bf7f2105d31c3e614a2bd23a076bd0,exact,true,strict_fixed_interval_cutoff_infeasible,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D10__a1r-root-sparse-top1,pass
a1r_core_candidate,a1r_core_a1r_raw.csv,D11,a1r-root-sparse-top1,120,b5e12cd23699d8ea2177381e3e154eb4c385873b4ec180699f71270c81803cd4,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,capped,false,certificate_rejected,false,true,true,none,results/gf_k1_tight_big_m_sparse_branching_round51/a1r_core_runs/D11__a1r-root-sparse-top1,pass
