instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
round33_v10_tight_T_M3_Q20_seed284843780.txt,20260626,1,hga-tgbc,native_hga_tgbc_full_migration,1.24672,0.404483,5.61492,3,6,41,21,20,"2288.05|2295.2|2359.66",true,2.10566,true,
