leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,c6_native_phase_count,c6_frontier_milestone_reached,c6_children_ready,closure_source,lower_bound_sources
L0,"",0,-1,0,0.0038171250058066635,0,1e+100,empty,1,1,0,0.0085225265171433289,0,1,0,0,"c6_native_target_phase_infeasible","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_next_leaf_target_native_bound"
L1,"",0,-1,0.0038171250058066635,0.007634250011613327,0.0038171250058066635,1e+100,empty,1,1,0,0.010463496080083139,1,1,1,0,"native_terminal_mip_infeasible","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound"
L2,"",0,-1,0.007634250011613327,0.011451375017419991,0.007634250011613327,1e+100,empty,1,1,0,0.01255132079354512,1,1,1,0,"native_terminal_mip_infeasible","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound"
L3,"",0,-1,0.011451375017419991,0.015268500023226654,0.011451375017419991,0.014868136428274191,replaced,1,1,0,0.014868136428274191,0,0,0,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L3.0,"L3",1,0,0.011451375017419991,0.013359937520323321,0.014868136428274198,0.014868136428274198,replaced,1,1,0,0.014868136428274198,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L3.1,"L3",1,1,0.013359937520323321,0.015268500023226654,0.014868136428274191,0.015268500023226654,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L3.0.0,"L3.0",2,0,0.011451375017419991,0.012405656268871655,0.014880670182852312,0.014880670182852312,replaced,1,1,0,0.014880670182852312,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L3.0.1,"L3.0",2,1,0.012405656268871655,0.013359937520323321,0.014868136428274198,0.015268500023226654,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L3.0.0.0,"L3.0.0",3,0,0.011451375017419991,0.011928515643145822,0.014901604828363179,1e+100,empty,1,1,0,0.014901604828363179,0,1,0,0,"c6_native_target_phase_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound"
L3.0.0.1,"L3.0.0",3,1,0.011928515643145822,0.012405656268871655,0.01518541484435516,0.01518541484435516,replaced,1,1,0,0.01518541484435516,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L3.0.0.1.0,"L3.0.0.1",4,0,0.011928515643145822,0.012167085956008739,0.015195271577440998,0.015195271577440998,replaced,1,1,0,0.015195271577440998,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L3.0.0.1.1,"L3.0.0.1",4,1,0.012167085956008739,0.012405656268871655,0.01518541484435516,0.015268500023226654,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L3.0.0.1.0.0,"L3.0.0.1.0",5,0,0.011928515643145822,0.01204780079957728,0.015199874090474338,0.015199874090474338,replaced,1,1,0,0.015199874090474338,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L3.0.0.1.0.1,"L3.0.0.1.0",5,1,0.01204780079957728,0.012167085956008739,0.015195271577440998,0.015268500023226654,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L3.0.0.1.0.0.0,"L3.0.0.1.0.0",6,0,0.011928515643145822,0.011988158221361551,0.015202283594640462,1e+100,empty,1,1,0,0.015202283594640462,0,1,0,0,"c6_native_target_phase_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound"
L3.0.0.1.0.0.1,"L3.0.0.1.0.0",6,1,0.011988158221361551,0.01204780079957728,0.015238084751319051,0.015268500023226654,closed,1,1,0,0.015238084751319051,1,0,0,0,"native_terminal_mip_optimal","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
