telemetry_seconds,event,leaf_id,global_lb,verified_ub
0.0183352,initialize,R,0,2.35241
0.464093,lp_complete,R,1.73413,2.35241
0.464119,atomic_split,R,1.73413,2.35241
0.814271,lp_complete,R.0,1.73413,2.35241
0.814293,atomic_split,R.0,1.73413,2.35241
1.21204,lp_complete,R.1,1.98026,2.35241
1.21206,atomic_split,R.1,1.98026,2.35241
1.64016,lp_complete,R.1.0,1.98026,2.35241
1.64018,atomic_split,R.1.0,1.98026,2.35241
2.01487,lp_complete,R.1.1,1.98143,2.35241
2.0149,atomic_split,R.1.1,1.98143,2.35241
2.39758,lp_complete,R.1.0.1,1.98143,2.35241
2.3976,atomic_split,R.1.0.1,1.98143,2.35241
2.78105,lp_complete,R.1.0.0,1.98833,2.35241
2.78108,atomic_split,R.1.0.0,1.98833,2.35241
3.16564,lp_complete,R.1.0.0.1,1.98833,2.35241
3.16567,atomic_split,R.1.0.0.1,1.98833,2.35241
3.58373,lp_complete,R.1.0.0.0,2.00152,2.35241
3.58376,atomic_split,R.1.0.0.0,2.00152,2.35241
3.9833,lp_complete,R.1.0.0.0.0,2.00152,2.35241
3.98333,atomic_split,R.1.0.0.0.0,2.00152,2.35241
4.37993,lp_complete,R.1.0.0.0.1,2.01133,2.35241
4.37996,atomic_split,R.1.0.0.0.1,2.01133,2.35241
4.77184,lp_complete,R.1.0.0.0.1.0,2.01133,2.35241
4.77187,atomic_split,R.1.0.0.0.1.0,2.01133,2.35241
5.1793,lp_complete,R.1.0.0.0.1.1,2.01632,2.35241
5.17932,atomic_split,R.1.0.0.0.1.1,2.01632,2.35241
5.57505,lp_complete,R.1.0.0.0.1.1.0,2.01632,2.35241
5.57508,atomic_split,R.1.0.0.0.1.1.0,2.01632,2.35241
5.94266,lp_complete,R.1.0.0.0.1.1.1,2.01889,2.35241
5.94268,atomic_split,R.1.0.0.0.1.1.1,2.01889,2.35241
6.3166,lp_complete,R.1.0.0.0.1.1.1.1,2.01889,2.35241
6.31663,atomic_split,R.1.0.0.0.1.1.1.1,2.01889,2.35241
6.71173,lp_complete,R.1.0.0.0.1.1.1.0,2.02004,2.35241
6.71177,atomic_split,R.1.0.0.0.1.1.1.0,2.02004,2.35241
7.08582,lp_complete,R.1.0.0.0.1.1.1.0.0,2.02004,2.35241
7.08585,atomic_split,R.1.0.0.0.1.1.1.0.0,2.02004,2.35241
7.47902,lp_complete,R.1.0.0.0.1.1.1.0.1,2.02063,2.35241
7.47913,atomic_split,R.1.0.0.0.1.1.1.0.1,2.02063,2.35241
7.88799,lp_complete,R.1.0.0.0.1.1.1.0.1.0,2.02063,2.35241
13.5554,terminal_mip_complete,R.1.0.0.0.1.1.1.0.1.0,2.02063,2.35241
13.9454,lp_complete,R.1.0.0.0.1.1.1.0.1.1,2.02069,2.35241
22.9063,terminal_mip_complete,R.1.0.0.0.1.1.1.0.1.1,2.02069,2.35241
23.2966,lp_complete,R.1.0.0.0.1.1.1.1.0,2.02069,2.35241
23.2967,atomic_split,R.1.0.0.0.1.1.1.1.0,2.02069,2.35241
23.6519,lp_complete,R.1.0.0.0.1.1.1.1.1,2.02076,2.35241
23.652,atomic_split,R.1.0.0.0.1.1.1.1.1,2.02076,2.35241
24.0346,lp_complete,R.1.0.0.0.1.1.1.1.0.1,2.02076,2.35241
36.0494,terminal_mip_complete,R.1.0.0.0.1.1.1.1.0.1,2.02076,2.35241
36.4481,lp_complete,R.1.0.0.0.1.1.1.1.0.0,2.02084,2.35241
47.809,terminal_mip_complete,R.1.0.0.0.1.1.1.1.0.0,2.02127,2.35241
48.1749,lp_complete,R.1.0.0.0.1.1.0.0,2.02127,2.35241
