leaf_id,parent_id,child_index,depth,gamma_L,gamma_U,base_lower_bound,current_lower_bound,cutoff,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,lp_native_status,terminal_mip_started,terminal_native_status,closure_source,model_sha256,row_signature,parent_child_coverage_valid,parent_replaced,lower_bound_sources
R,"",-1,0,0,0.94999999999999996,0,1.7341269707690792,2.3524097575828193,replaced,1,1,0,1.7341269707690792,"OPTIMAL",0,"not_run","",792390f5a845437e539a88d01023ac706cbd8b2ed3d5403bddb69e913a548f41,792390f5a845437e539a88d01023ac706cbd8b2ed3d5403bddb69e913a548f41,1,1,"objective_nonnegative_penalty_and_root_gini_floor;complete_optimal_interval_lp_bound"
R.0,"R",0,1,0,0.47499999999999998,1.7341269707690792,2.2048329123937331,2.3524097575828193,replaced,1,1,0,2.2048329123937331,"OPTIMAL",0,"not_run","",78700499303dc5a77b7010d9e765d1206cda4596855f9f2a53ce4611d0463dc4,78700499303dc5a77b7010d9e765d1206cda4596855f9f2a53ce4611d0463dc4,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1,"R",1,1,0.47499999999999998,0.94999999999999996,1.7341269707690792,1.9802594098906698,2.3524097575828193,replaced,1,1,0,1.9802594098906698,"OPTIMAL",0,"not_run","",6a0fb2d055252a76015a76a8884b4cd133f3a1c111106a00cb8c212d4469dba6,6a0fb2d055252a76015a76a8884b4cd133f3a1c111106a00cb8c212d4469dba6,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0,"R.0",0,2,0,0.23749999999999999,2.2048329123937331,2.2048329123937331,2.3524097575828193,open,0,0,0,0,"not_run",0,"not_run","",,,1,0,"inherited_complete_parent_lp_bound"
R.0.1,"R.0",1,2,0.23749999999999999,0.47499999999999998,2.2048329123937331,2.2048329123937331,2.3524097575828193,open,0,0,0,0,"not_run",0,"not_run","",,,1,0,"inherited_complete_parent_lp_bound"
R.1.0,"R.1",0,2,0.47499999999999998,0.71249999999999991,1.9802594098906698,1.9814255024217624,2.3524097575828193,replaced,1,1,0,1.9814255024217624,"OPTIMAL",0,"not_run","",6c061b5e28ce489fa92a9a62fa96488fe755e2069f3c89da1ecce385b8279633,6c061b5e28ce489fa92a9a62fa96488fe755e2069f3c89da1ecce385b8279633,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1.1,"R.1",1,2,0.71249999999999991,0.94999999999999996,1.9802594098906698,2.1976615213567423,2.3524097575828193,replaced,1,1,0,2.1976615213567423,"OPTIMAL",0,"not_run","",52b3c3cc6c2d1fb87d16168a27a3047470c29dc5847bd6f4ded62f39890130cc,52b3c3cc6c2d1fb87d16168a27a3047470c29dc5847bd6f4ded62f39890130cc,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1.0.0,"R.1.0",0,3,0.47499999999999998,0.59375,1.9814255024217624,1.9883255556665396,2.3524097575828193,replaced,1,1,0,1.9883255556665396,"OPTIMAL",0,"not_run","",827f97de332d25d6d0f73505f4c44d7c62259ab8e568d12923a4cf2b94f35784,827f97de332d25d6d0f73505f4c44d7c62259ab8e568d12923a4cf2b94f35784,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1.0.1,"R.1.0",1,3,0.59375,0.71249999999999991,1.9814255024217624,2.078911521356742,2.3524097575828193,replaced,1,1,0,2.078911521356742,"OPTIMAL",0,"not_run","",191b67534a4609e5e38e7bf3c1649d9ce79406138d5046dc0602ddd680017ee6,191b67534a4609e5e38e7bf3c1649d9ce79406138d5046dc0602ddd680017ee6,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1.1.0,"R.1.1",0,3,0.71249999999999991,0.83124999999999993,2.1976615213567423,2.1976615213567423,2.3524097575828193,open,0,0,0,0,"not_run",0,"not_run","",,,1,0,"inherited_complete_parent_lp_bound"
